MaCK,SanCK,EPS,PE,ROA,ROE,Beta,KhoiLuongLuuHanh,KhoiLuongNiemYet,CoPhieuQuy,NuocNgoaiSoHuu,VonThiTruong,DoanhThu-ttm(Trieu),LNST-ttm,VonCSH,TongNo,TongTaiSan,,,,
PHR,HOSE,7.07,7.0,1600%,2890%,1.15,135499198,135499198,0,39837000,6666560645,1694498,958565,3317389,2672169,5989558,,,,
PHS,HASTC,0.83,13.5,296%,734%,0.90,90000000,90000000,0,17024200,1007999983,260905,74547,1016216,1504330,2520546,,,,
PIA,HASTC,3.60,7.5,1824%,2283%,0.74,3900000,3900000,0,0,105300000,119532,0,61516,15511,77027,,,,
PIC,HASTC,0.98,11.5,610%,881%,1.06,33339891,33339891,0,14281886,376740775,119245,0,372626,165734,538360,,,,
PID,HASTC,-1.62,-1.0,-10065%,6221%,0.94,4000000,4000000,0,1957700,6400000,12925,-1143,-10392,16815,6423,,,,
PIS,HASTC,1.02,12.2,484%,762%,1.22,27500000,27500000,0,13475000,340999990,513150,28048,367938,211681,579619,,,,
PIT,HOSE,0.08,72.3,30%,84%,1.34,13221105,14210225,989120,7447679,82135103,631918,0,121605,221656,343261,,,,
PIV,HASTC,-0.06,-23.3,-61%,-73%,1.27,17324942,17324942,0,7717497,24254918,0,0,152278,30965,183243,,,,
PJC,HASTC,3.38,5.8,1096%,1928%,1.34,7326928,7326928,0,2872162,142875096,1082694,0,128565,97548,226113,,,,
PJS,HASTC,0.94,26.4,451%,662%,1.42,9000000,9000000,0,3849300,223199993,63837,0,127434,59627,187061,,,,
PJT,HOSE,1774.00,0.0,5%,12%,1.05,15360478,15360478,0,5300446,175109443,607299,0,231579,326015,557594,,,,
PKR,HASTC,2.34,3.0,370%,1782%,0.41,2000000,2000000,0,0,14200000,0,0,26261,100156,126417,,,,
PLA,HASTC,0.07,77.1,51%,73%,0.61,10000000,10000000,0,0,54000001,22448,-1819,100422,42728,143149,,,,
PLC,HASTC,2.13,11.5,400%,1321%,1.75,80798839,80798839,0,39591431,1987651470,5880208,0,1303396,3000559,4303956,,,,
PLE,HASTC,1.81,14.4,318%,1032%,0.00,1215000,1215000,0,0,31711500,14739,0,20191,43565,63756,,,,
PLO,HASTC,0.20,9.5,363%,-1474%,0.53,7192550,7192550,0,0,13665845,0,0,-9621,48665,39043,,,,
PLP,HOSE,1.21,8.1,365%,1072%,1.54,39999847,39999847,0,0,391998508,1813142,0,452872,878525,1331396,,,,
PLX,HOSE,2.42,20.7,484%,1180%,1.09,1293878081,1293878081,0,0,64952680653,123783350,3124866,26477616,38034854,64512470,,,,
PMB,HASTC,1462.00,0.0,8%,12%,0.77,12000000,12000000,0,5880000,108000000,1386925,0,149666,72053,221719,,,,
PMC,HASTC,7.64,8.6,1725%,1969%,0.67,9332573,9332573,0,4572960,614083332,449274,0,362209,51327,413536,,,,
PME,HOSE,4414.00,0.0,12%,16%,0.42,75011625,75011625,0,0,6300976500,2105899,0,2134857,549723,2684581,,,,
PMG,HOSE,-0.22,-66.4,-65%,-130%,1.08,46336278,46336278,0,0,676509676,1307399,-10308,794567,782384,1576951,,,,
PMJ,HASTC,2.79,7.9,489%,1046%,0.61,1800000,1800000,0,882000,39600000,32131,174,48022,54794,102816,,,,
PMP,HASTC,1677.00,0.0,3%,11%,0.35,4200000,4200000,0,2058000,52920002,443977,0,66169,198220,264388,,,,
PMS,HASTC,3.22,5.7,931%,1424%,1.20,7227662,7227662,0,3541554,133711747,972659,0,163458,86431,249889,,,,
PMT,HASTC,0.58,9.7,261%,354%,1.93,5000000,5000000,0,2450000,28000000,261087,916,81936,29283,111219,,,,
PMW,HASTC,2420.00,0.0,13%,15%,0.87,30000000,30000000,0,0,1142999954,279532,0,493013,53881,546894,,,,
PNC,HOSE,1.24,7.1,255%,789%,0.80,10558461,10799351,240890,5409718,95034291,584635,0,166172,347135,513307,,,,
PND,HASTC,-6.84,-2.3,-3020%,-17065%,2.89,6666666,6666666,0,0,105333324,1252843,-1515,26704,124203,150907,,,,
PNG,HASTC,0.14,91.4,186%,447%,1.03,18000000,18000000,0,4410000,230400003,29233,2136,56438,79060,135497,,,,
PNJ,HOSE,5.21,17.5,1443%,2040%,1.15,225292167,225292876,709,48154542,20501651716,19869334,0,5752949,2383263,8136212,,,,
PNP,HASTC,2940.00,0.0,13%,25%,0.48,16100000,16100000,0,0,408939994,356844,0,192011,169967,361979,,,,
PNT,HASTC,0.04,212.5,19%,33%,0.54,10848346,10848346,0,0,92210941,0,0,136620,95342,231962,,,,
POB,HASTC,-0.07,-257.1,-55%,-67%,2.57,10900000,10900000,0,0,196200000,0,0,109170,23877,133047,,,,
POM,HOSE,0.53,25.3,119%,408%,1.65,277410756,278543546,1132790,91850475,3732483410,10077765,146181,3586900,8671519,12258418,,,,
POS,HASTC,2.55,5.2,555%,1236%,2.01,40000000,40000000,0,0,527999992,3292958,0,824062,1011109,1835171,,,,
POT,HASTC,851.00,0.0,1%,5%,0.83,19286346,19430006,143660,9520702,266191078,1096648,0,314999,1774544,2089543,,,,
POV,HASTC,0.02,355.0,10%,18%,1.47,12499612,12499612,0,4898200,88747244,1238495,-3263,161751,138173,299924,,,,
POW,HOSE,0.96,10.9,389%,710%,1.32,2341871600,2341871600,0,0,24589651800,29395855,2240361,31543506,26025664,57569170,,,,
PPC,HOSE,3177.00,0.0,15%,16%,0.80,318154614,326235000,8080386,159855150,7454469874,6774995,0,6237672,478022,6715694,,,,
PPE,HASTC,0.05,244.0,43%,123%,1.05,2000000,2000000,0,980000,24400000,64843,0,7718,14454,22172,,,,
PPH,HASTC,4.63,5.1,911%,1953%,1.79,74670891,74670891,0,0,1777167149,1848888,345475,1768730,2021699,3790429,,,,
PPI,HASTC,-2.56,-0.3,-5272%,12732%,2.03,48290628,48290628,0,23662408,38632503,33088,0,-96937,331051,234114,,,,
PPP,HASTC,1.11,10.5,690%,917%,1.24,9023566,9023566,0,2940000,105575720,114174,0,109508,36091,145599,,,,
PPS,HASTC,1.37,7.0,443%,1081%,0.92,15000000,15000000,0,7350000,144000006,261547,0,190527,273955,464482,,,,
PPY,HASTC,1.61,7.2,500%,983%,1.34,8240000,8240000,0,4037600,95584003,1439447,0,135079,130222,265300,,,,
PQN,HASTC,0.70,5.7,243%,2345%,0.00,30000000,30000000,0,0,120000000,908948,0,88990,769028,858018,,,,
PRC,HASTC,0.60,20.8,127%,263%,0.26,1200000,1200000,0,588000,15000000,86429,0,27485,29296,56781,,,,
PRE,HASTC,2.01,9.0,323%,1551%,0.18,72800000,72800000,0,0,1310400000,927595,68091,908662,3727442,4636104,,,,
PRO,HASTC,0.21,21.4,129%,136%,1.49,3000000,3000000,0,1470000,13500000,21194,0,45732,2622,48354,,,,
PRT,HASTC,1.01,14.6,483%,744%,2.07,300000000,300000000,0,0,4409999943,891141,304484,4089838,2207791,6297629,,,,
PSB,HASTC,0.05,128.0,31%,44%,2.10,50000000,50000000,0,23579465,320000005,194687,0,553285,230681,783966,,,,
PSC,HASTC,1.68,8.8,413%,951%,0.44,7200000,7200000,0,3528000,105839999,415048,0,127435,166098,293533,,,,
PSD,HASTC,1.94,8.4,261%,1583%,1.28,30682623,30682623,0,10450009,497058516,8515121,59566,376171,1903092,2279263,,,,
PSE,HASTC,1.28,8.0,604%,982%,0.88,12500000,12500000,0,6125000,128750002,1881384,16041,163334,102085,265419,,,,
PSG,HASTC,-0.50,-1.8,-482%,407%,1.85,35000000,35000000,0,17114800,31499999,-2532,-214760,-430450,794334,363884,,,,
PSH,HOSE,0.32,69.7,39%,249%,0.78,126196780,126196780,0,0,2814188098,5971966,24448,1613929,8703577,10317506,,,,
PSI,HASTC,0.18,48.3,72%,174%,2.34,59841300,59841300,0,29322237,520619299,179613,10946,629450,895320,1524770,,,,
PSL,HASTC,0.00,0.0,43%,46%,1.51,11812500,11812500,0,3301450,239793741,0,0,173821,10073,183894,,,,
PSN,HASTC,1.00,9.5,529%,743%,0.37,40000000,40000000,0,0,380000000,612277,0,538662,217264,755926,,,,
PSP,HASTC,1.26,6.0,496%,585%,0.96,22500000,22500000,0,11018800,168750000,292519,0,484302,86412,570714,,,,
PSW,HASTC,0.68,14.0,358%,580%,0.56,17000000,17000000,0,8330000,161500000,1797392,0,199908,124031,323940,,,,
PTB,HOSE,8.20,11.2,771%,1909%,1.05,48599441,48599441,0,8820301,4471148572,5796176,398679,2088887,3079855,5168742,,,,
PTC,HOSE,2.81,3.5,1576%,1832%,1.09,17999999,17999999,0,8819999,176399994,2728,6587,276022,44785,320807,,,,
PTD,HASTC,-0.03,-600.0,-4%,-16%,-0.02,3200000,3200000,0,1568000,57600000,306534,-82,53050,141084,194135,,,,
PTE,HASTC,-1.46,-1.5,-424%,1049%,1.02,12500000,12500000,0,6125000,27500001,279771,0,-174072,604561,430489,,,,
PTG,HASTC,9.11,0.0,1708%,3313%,2.90,4733785,4733785,0,2256148,710068,0,0,130199,122326,252525,,,,
PTH,HASTC,1.05,9.5,358%,732%,0.23,3503164,3503164,0,784000,35031640,797752,-224,50225,52352,102577,,,,
PTI,HASTC,3.16,9.3,306%,1216%,1.00,80395709,80395709,0,39393897,2371673416,6083759,253053,2089159,6221307,8310466,,,,
PTK,HASTC,0.04,42.5,25%,33%,0.00,21600000,21600000,0,10504370,36720001,112997,0,234268,77633,311901,,,,
PTL,HOSE,0.00,0.0,0%,0%,1.61,97730160,98865080,1134920,49000000,593190480,47076,-2969,729430,427467,1156897,,,,
PTO,HASTC,0.91,2.5,352%,605%,0.16,1200000,1200000,0,0,2760000,2845,0,18090,13002,31092,,,,
PTP,HASTC,1.31,8.5,283%,636%,0.42,6800000,6800000,0,3332000,75480003,0,0,139928,174855,314782,,,,
PTS,HASTC,1.41,6.2,288%,833%,1.24,5568000,5568000,0,2728320,48441599,323294,0,94161,177928,272088,,,,
PTT,HASTC,0.08,66.3,61%,74%,1.66,10000000,10000000,0,4884000,53000002,0,0,113131,23950,137081,,,,
PTV,HASTC,0.03,170.0,18%,26%,1.64,20000000,20000000,0,0,101999998,298103,633,239602,111694,351295,,,,
PTX,HASTC,0.89,0.2,234%,685%,0.71,5847685,5847685,0,0,1169537,882444,1614,75615,145455,221070,,,,
PV2,HASTC,-0.07,-44.3,-76%,-111%,1.56,36387600,36868800,481200,18301500,114293276,41,0,230787,105198,335984,,,,
PVA,HASTC,-0.06,-13.3,-24%,378%,1.61,21846000,21846000,0,10623396,17476800,48088,-294,-34209,562218,528010,,,,
PVB,HASTC,0.08,165.0,32%,45%,1.97,21599998,21599998,0,10583999,285119969,322506,0,400968,155656,556623,,,,
PVC,HASTC,0.14,61.4,42%,83%,1.96,50000000,50000000,0,24500000,430000019,2093991,6803,819966,810876,1630842,,,,
PVD,HOSE,0.13,132.3,27%,40%,1.76,421545789,421545789,0,170748466,7250587892,4108246,55226,13906384,6849763,20756147,,,,
PVE,HASTC,0.06,36.7,10%,53%,0.76,25000000,25000000,0,12250000,55000001,766868,3833,315969,1229734,1545703,,,,
PVG,HASTC,0.44,18.9,99%,333%,1.03,36500000,36500000,0,13582726,302950007,3862260,0,486310,1156357,1642667,,,,
PVH,HASTC,-0.39,-2.6,-129%,-703%,0.60,21000000,21000000,0,0,21000000,6328,0,115408,515540,630948,,,,
PVI,HASTC,0.00,0.0,0%,0%,0.97,216586467,225414167,8827700,102832179,8385407184,9513245,0,7092349,15812734,23153608,,,,
PVL,HASTC,0.02,170.0,30%,50%,2.20,50000000,50000000,0,24500000,170000005,17959,3918,234936,157132,392068,,,,
PVM,HASTC,1.23,16.2,750%,962%,2.15,38638600,38638600,0,0,768908125,506561,47080,492679,138744,631423,,,,
PVO,HASTC,0.16,38.7,125%,143%,2.14,8900000,8900000,0,4361000,55179998,273565,6825,101618,14952,116570,,,,
PVP,HASTC,2.56,5.6,1053%,1629%,1.85,94275028,94275028,0,0,1357560367,1619872,0,1480078,809857,2289935,,,,
PVR,HASTC,-0.12,-14.2,-62%,-133%,0.78,51612513,52356713,744200,26019447,89006415,393,0,467827,537379,1005206,,,,
PVS,HASTC,1.39,16.7,270%,509%,1.98,477966290,477966290,0,218883206,11088818293,19165571,663625,13037667,11563042,24600709,,,,
PVT,HOSE,2.19,8.0,622%,1097%,1.52,323651246,323651246,0,125370195,5696262053,7609689,707837,6453647,4925852,11379499,,,,
PVV,HASTC,-1.30,-1.6,-408%,313510%,2.98,30000000,30000000,0,14700000,62999997,8796,-29788,-1242,955475,954233,,,,
PVX,HASTC,-0.32,-5.6,-166%,-1061%,0.84,400000000,400000000,0,196000000,719999981,1672922,-128412,1210200,6541349,7751548,,,,
PVY,HASTC,-0.73,-3.4,-574%,1656%,0.33,59489787,59489787,0,0,148724468,388531,0,-261817,1017323,755506,,,,
PWA,HASTC,3.53,3.0,1051%,2816%,1.75,10000000,10000000,0,0,106000004,0,0,125206,210159,335364,,,,
PWS,HASTC,0.50,20.4,358%,443%,0.41,38398179,38398179,0,0,391661418,106466,0,432072,102186,534258,,,,
PX1,HASTC,-0.58,-17.2,-94%,-765%,0.00,20000000,20000000,0,9800000,200000000,0,0,150658,1079223,1229881,,,,
PXA,HASTC,3.14,0.6,2221%,15656%,0.84,15000000,15000000,0,7350000,26999999,9379,0,30081,181935,212016,,,,
PXC,HASTC,-0.91,-0.4,-1324%,1338%,0.00,28068900,28068900,0,0,11227560,0,0,-191156,384349,193193,,,,
PXI,HOSE,-1.47,-2.0,-1045%,-1999%,1.38,30000000,30000000,0,14700000,88500001,-5759,0,220913,201753,422665,,,,
PXL,HASTC,0.12,67.5,111%,119%,1.41,82278612,82500412,221800,40479004,668253369,3524,0,811872,58832,870704,,,,
PXM,HASTC,-1.11,-0.5,-3606%,404%,2.57,15000000,15000000,0,7268170,9000000,1270,0,-413138,459415,46277,,,,
PXS,HOSE,0.04,138.8,21%,77%,1.76,60000000,60000000,0,29400000,333000011,1220044,0,342554,890067,1232621,,,,
PXT,HASTC,-0.67,-3.4,-399%,-2150%,1.85,19643020,19821510,178490,9800000,45589472,77575,0,61048,268221,329269,,,,
PYU,HASTC,1.81,12.4,645%,779%,0.20,2073985,2073985,0,0,46664662,0,0,48138,10003,58140,,,,
QBR,HASTC,2.40,4.2,405%,1864%,-0.17,1760500,1760500,0,0,17605000,0,0,22714,81783,104496,,,,
QBS,HASTC,-0.23,-11.3,-130%,-257%,1.90,69329928,69329928,0,31359964,180257806,1115495,-15956,620317,610061,1230378,,,,
QCC,HASTC,0.45,20.0,265%,325%,0.67,1500000,1500000,0,724900,13500000,18729,-240,20760,4744,25504,,,,
QCG,HOSE,0.11,55.9,31%,74%,1.64,275129310,275129310,0,134813361,1692045283,2133300,31457,4257929,5790408,10048337,,,,
QHD,HASTC,5.54,6.4,2319%,3065%,1.45,5524716,5524716,0,2707110,195574955,277504,0,99771,32112,131883,,,,
QHW,HASTC,3.26,5.4,1403%,1567%,1.21,8000000,8000000,0,0,140000000,87450,1185,166500,19400,185901,,,,
QLD,HASTC,0.33,14.2,100%,308%,0.25,1207400,1207400,0,0,5674780,0,0,13035,27139,40174,,,,
QLT,HASTC,4.38,6.6,1402%,2535%,0.12,1500000,1500000,0,0,43500000,0,0,25911,20930,46841,,,,
QNC,HASTC,2.52,2.5,625%,2632%,2.20,37029109,37105109,76000,9041043,237472701,1395353,93298,354453,1138411,1492865,,,,
QNS,HASTC,1.98,21.4,1153%,1654%,0.86,553551714,553551714,0,0,23415237080,6738156,0,6615391,2874352,9489743,,,,
QNT,HASTC,-5.37,-1.9,-912%,-4193%,0.28,134050,134050,0,0,1340500,0,0,1717,6174,7891,,,,
QNU,HASTC,10.55,0.6,2332%,5069%,0.09,6800000,6800000,0,0,46240001,0,0,141509,166054,307563,,,,
QNW,HASTC,0.66,13.0,514%,581%,0.25,20000000,20000000,0,0,172000008,75252,13119,225707,29590,255297,,,,
QPH,HASTC,3.38,7.0,1608%,1961%,0.19,18583100,18583100,0,9105719,438561167,115513,0,320130,70172,390303,,,,
QSP,HASTC,2.51,8.0,1547%,1602%,0.73,10792275,10792275,0,0,215845500,0,0,169182,6056,175239,,,,
QST,HASTC,2.86,4.9,1283%,2320%,-0.03,3240000,3240000,0,793800,45684001,121799,0,39911,32247,72157,,,,
QTC,HASTC,1.60,8.9,465%,1005%,0.92,2700000,2700000,0,1323000,38339999,119963,0,43008,49886,92894,,,,
QTP,HASTC,1.98,7.1,891%,1432%,0.95,450000000,450000000,0,0,6345000172,7771217,0,6205911,3772237,9978149,,,,
RAL,HOSE,32.26,5.2,820%,3104%,1.26,11500000,11500000,0,5635000,1937750000,5358054,0,1195046,3328880,4523926,,,,
RAT,HASTC,0.34,29.4,70%,237%,1.14,5221841,5221841,0,1529702,52218410,0,0,75340,180905,256245,,,,
RBC,HASTC,0.25,58.4,97%,188%,0.00,10030308,10030308,0,4914850,146442501,0,0,131453,122820,254272,,,,
RCC,HASTC,4.83,4.8,630%,2182%,0.96,15457383,15457383,0,0,355519809,274950,26984,332818,779517,1112335,,,,
RCD,HASTC,-7.45,-0.6,-4103%,-6877%,1.04,5300062,5300062,0,2597030,22790268,0,0,57443,38834,96277,,,,
RCL,HASTC,1.22,12.3,239%,539%,0.81,12598930,12598930,0,2469457,188983950,155914,0,286017,360526,646543,,,,
RDP,HOSE,0.31,31.0,57%,262%,1.12,41069921,41069921,0,8885582,394271257,2672512,12640,482625,1732682,2215307,,,,
REE,HOSE,5.96,8.6,859%,1416%,0.95,300048702,305056367,5002474,151928832,15710402900,5645795,1787834,12627485,8189844,20817329,,,,
RGC,HASTC,-0.24,-62.1,-176%,-284%,2.29,89123600,89123600,0,0,1327941606,62181,0,746188,455219,1201407,,,,
RHN,HASTC,0.10,92.0,10%,97%,0.00,1509900,1509900,0,0,13891080,0,0,15409,132776,148185,,,,
RIC,HOSE,-0.95,-18.8,-828%,-980%,2.23,79714190,28708169,0,14067002,513876214,117317,0,769126,140370,909495,,,,
RLC,HASTC,0.08,125.0,12%,80%,0.00,1138689,1138689,0,0,11386890,0,0,11715,65746,77461,,,,
ROS,HOSE,0.03,162.0,18%,33%,1.78,567598121,567598121,0,0,2758526944,1412873,0,6026761,5212320,11239082,,,,
RTB,HASTC,2.19,6.7,697%,1000%,0.80,87945000,87945000,0,0,1283997034,708918,192234,1922812,836097,2758909,,,,
RTH,HASTC,1.51,3.1,172%,1259%,0.28,2085900,2085900,0,0,9803730,0,0,24980,158433,183413,,,,
RTS,HASTC,4.61,4.3,626%,2715%,0.80,1083333,1083333,0,0,21558326,0,0,18400,61348,79748,,,,
RUB-X,HASTC,0.00,0.0,0%,0%,0.00,0,0,0,0,0,0,0,,,,,,,
S12,HASTC,-1.69,-0.5,-647%,582%,1.14,5000000,5000000,0,2303800,4000000,41082,0,-145111,275460,130349,,,,
S27,HASTC,-4.39,-0.4,-719%,1983%,0.78,1572833,1572833,0,770688,2516533,21648,-4564,-34823,130829,96006,,,,
S4A,HOSE,2.36,11.4,1008%,1992%,0.42,42200000,42200000,0,20678000,1139400000,239132,0,499810,487626,987436,,,,
S55,HASTC,3.01,11.2,185%,537%,1.14,10000000,10000000,0,2446080,337999992,458797,30111,561034,1069174,1630208,,,,
S72,HASTC,-0.12,-34.2,-55%,-150%,1.14,12000000,12000000,0,0,49199999,35642,0,96717,167220,263937,,,,
S74,HASTC,-0.36,-18.9,-179%,-203%,1.74,6480000,6480000,0,3175200,44064001,303,0,116199,15992,132191,,,,
S96,HASTC,-4.12,-0.2,-5000%,-12782%,1.34,11155532,11155532,0,5332048,7808872,17410,0,35932,55920,91853,,,,
S99,HASTC,3.35,4.9,340%,1446%,1.91,52426723,52426723,0,18130000,854555545,2096635,175811,1215555,3949666,5165222,,,,
SAB,HOSE,7.71,19.9,1832%,2334%,0.88,641281186,641281186,0,0,98500794084,29090068,4944103,21181020,5808140,26989160,,,,
SAC,HASTC,0.13,77.7,63%,78%,2.08,4050000,4050000,0,0,40905002,152692,18115,70215,17982,88197,,,,
SAF,HASTC,4.78,10.9,1981%,2889%,0.84,10055788,10055788,0,3879895,523906539,1088728,0,166347,76208,242555,,,,
SAL,HASTC,0.56,14.6,381%,524%,-0.24,8310000,8310000,0,0,68141998,39220,0,88290,33144,121434,,,,
SAM,HOSE,0.39,23.3,164%,228%,1.01,256504540,256504540,0,88315314,2334191412,1881198,100541,4413345,1730913,6144258,,,,
SAP,HASTC,-0.52,-19.8,-612%,-884%,0.65,1286984,1286984,0,630622,13255935,6858,0,7456,3514,10970,,,,
SAR-X,HASTC,0.00,0.0,0%,0%,0.00,0,0,0,0,0,0,0,,,,,,,
SAS,HASTC,1.10,23.4,839%,1018%,1.22,133481310,133481310,0,63566700,3430469769,504181,0,1437195,306699,1743895,,,,
SAV,HOSE,3.80,6.3,960%,1665%,1.66,13808315,14204085,395770,5163322,342318454,1006600,0,314973,231600,546573,,,,
SB1,HASTC,0.25,32.4,148%,201%,1.27,10500000,10500000,0,0,85050004,174987,7609,133021,47249,180270,,,,
SBA,HOSE,2.07,7.7,970%,1494%,0.52,60088401,60288331,199930,29639247,958584440,338504,0,832932,450288,1283220,,,,
SBD,HASTC,1.27,9.0,196%,1009%,1.37,11500000,11500000,0,0,131099996,186887,-3035,145198,601211,746409,,,,
SBH,HASTC,3.40,12.3,1830%,1919%,1.02,124225000,124225000,0,0,5205027690,842600,0,2201425,106093,2307518,,,,
SBL,HASTC,0.01,1050.0,3%,5%,1.43,12012000,12012000,0,0,126126000,188628,0,185964,104861,290824,,,,
SBM,HASTC,1.91,17.0,982%,1401%,-0.02,39000000,39000000,0,0,1267500000,237216,0,530823,226802,757625,,,,
SBR,HASTC,0.42,27.6,339%,419%,0.47,81396192,81396192,0,0,944195858,218801,0,813962,160942,974904,,,,
SBS,HASTC,0.03,393.3,75%,153%,3.22,126311160,126660000,0,61118477,1494588024,117431,3186,208068,218393,426461,,,,
SBT,HOSE,0.62,29.3,203%,477%,1.52,586740552,586740552,0,95432906,10649340795,14363938,527543,7685365,10717237,18402602,,,,
SBV,HOSE,2.36,5.7,718%,1233%,1.06,27366476,27366476,0,0,366710768,482511,0,523433,376205,899639,,,,
SC5,HOSE,2.53,7.9,168%,1059%,0.89,14984536,14984543,7,7342429,299690860,1884506,0,357627,1892456,2250084,,,,
SCA,HASTC,0.04,250.0,29%,36%,0.00,2076000,2076000,0,0,20760000,0,0,21048,5313,26361,,,,
SCC,HASTC,1.85,2.4,889%,1347%,1.52,1980000,1980000,0,926500,8712000,31147,0,27268,14034,41302,,,,
SCD,HOSE,0.32,60.9,69%,139%,1.02,8455280,8477640,22360,4165000,165313980,207449,0,193211,195800,389011,,,,
SCG,HASTC,1.80,35.4,671%,1514%,1.55,50000000,50000000,0,0,3185000038,1339252,0,609299,2539607,3148906,,,,
SCI,HASTC,9.75,3.1,642%,4300%,2.06,25409847,25409847,0,4900000,757213421,2134874,0,576285,3285819,3862105,,,,
SCJ,HASTC,0.05,76.0,11%,43%,3.05,37839000,37839000,0,9562840,143788198,962596,0,466823,1366137,1832960,,,,
SCL,HASTC,2.03,6.0,1122%,1822%,2.02,16889973,16889973,0,6806086,204368680,369256,0,188627,117782,306409,,,,
SCO,HASTC,-0.04,-205.0,-122%,19%,0.22,4200000,4200000,0,2058000,34439999,232768,5452,-96907,112090,15183,,,,
SCR,HOSE,0.45,21.4,147%,338%,1.62,366356303,366356303,0,106363875,3531674887,837282,165380,4891425,6396488,11287913,,,,
SCS,HOSE,9.46,14.3,3874%,4164%,0.68,50745700,50745700,0,0,6845594620,705298,0,1153035,86525,1239560,,,,
SCV,HASTC,-4.35,-5.4,-683%,-2038%,0.00,1279392,1279392,0,0,30065712,0,0,27324,54228,81552,,,,
SCY,HASTC,0.22,59.1,122%,163%,0.00,61968926,61968926,0,0,805596038,547686,0,838496,283952,1122447,,,,
SD1,HASTC,-0.11,-9.1,-86%,63%,0.58,5000000,5000000,0,2290500,5000000,34581,359,-90461,156695,66234,,,,
SD2,HASTC,-1.93,-3.2,-562%,-1720%,1.79,14423536,14423536,0,7067532,89425920,255024,0,161483,333083,494566,,,,
SD3,HASTC,2.61,1.5,321%,3229%,2.20,15999356,15999356,0,7630688,60797552,246071,35516,129324,1172970,1302294,,,,
SD4,HASTC,0.02,215.0,1%,10%,1.56,10300000,10300000,0,5047000,44290002,812195,0,175926,1005233,1181159,,,,
SD5,HASTC,1.41,6.1,225%,735%,1.28,25999848,25999848,0,12739925,223598703,1948024,0,498308,1129709,1628017,,,,
SD6,HASTC,0.07,55.7,17%,50%,1.85,34771611,34771611,0,17038089,135609286,679544,0,457910,867372,1325282,,,,
SD7,HASTC,-0.14,-29.3,-72%,-121%,1.73,10600000,10600000,0,5194000,43459999,44119,0,121887,82601,204488,,,,
SD8,HASTC,-6.66,-0.3,-920%,6656%,0.73,2800000,2800000,0,1098700,4760000,62409,-27543,-29596,232177,202581,,,,
SD9,HASTC,0.32,22.2,63%,185%,1.19,47564430,47564430,0,16774660,337707448,533668,15326,828137,1605596,2433733,,,,
SDA,HASTC,0.01,470.0,8%,16%,1.55,26205822,26205990,168,12841017,123168148,25765,0,196731,162761,359493,,,,
SDB,HASTC,0.13,10.0,28%,-1861%,0.73,11000000,11000000,0,5371800,14299999,181850,0,-7686,521919,514233,,,,
SDC,HASTC,0.51,15.7,145%,252%,0.98,2609710,2609710,0,1278757,20877680,51788,1341,53245,38992,92237,,,,
SDD,HASTC,0.02,140.0,11%,22%,2.42,16007685,16007685,0,7843765,44821517,26919,0,144071,133749,277819,,,,
SDE,HASTC,-0.24,-4.6,-119%,159%,0.25,1751092,1751092,0,858035,1926201,9289,0,-26011,60766,34755,,,,
SDG,HASTC,5.82,6.5,689%,1277%,1.55,10139997,10139997,0,3184998,385319886,1747367,58983,461830,394220,856049,,,,
SDH,HASTC,-0.60,-1.0,-342%,-32031%,1.00,18083400,19516700,1433300,10265500,11710020,2581,-10885,3398,314675,318073,,,,
SDJ,HASTC,-0.86,-4.1,-513%,-6901%,1.31,4343700,4343700,0,2093613,15202950,154740,0,5443,67809,73253,,,,
SDK,HASTC,4.12,6.7,895%,2229%,1.09,2600000,2600000,0,1231900,71239999,245889,9589,42563,70551,113114,,,,
SDN,HASTC,7.53,4.6,1594%,2616%,0.93,1518218,1518218,0,743926,53137630,153623,0,43689,28037,71727,,,,
SDP,HASTC,-1.05,-1.9,-337%,-5975%,3.46,11114472,11114472,0,5446091,22228944,15122,0,19544,326718,346261,,,,
SDT,HASTC,0.44,11.8,63%,216%,1.52,42732311,42732311,0,20938832,222208009,1081164,18972,879240,2132781,3012021,,,,
SDU,HASTC,0.07,128.6,12%,39%,0.34,20000000,20000000,0,9800000,180000000,77462,0,349943,826000,1175942,,,,
SDV,HASTC,5.23,5.2,590%,2085%,0.73,5000000,5000000,0,2359200,135000000,218735,6921,108390,319209,427599,,,,
SDX,HASTC,-0.81,-2.1,-430%,-2473%,0.91,2250000,2250000,0,1225000,3825000,148,0,7381,35080,42460,,,,
SDY,HASTC,-0.45,-4.7,-347%,2748%,1.09,4500000,4500000,0,2205000,9450000,24799,0,-7427,66314,58887,,,,
SEA,HASTC,2.04,11.8,732%,870%,1.17,125000000,125000000,0,0,3000000000,773302,255422,2934463,555006,3489469,,,,
SEB,HASTC,4.32,9.2,1733%,2458%,0.67,31999969,31999969,0,9800000,1276798812,289586,138321,562792,235179,797971,,,,
SED,HASTC,3.90,4.4,861%,1589%,0.62,10000000,10000000,0,4900000,171000004,618580,0,245494,207636,453130,,,,
SEP,HASTC,3.59,3.7,614%,3002%,0.13,8400000,8400000,0,0,110879998,307517,3567,100570,390900,491470,,,,
SFC,HOSE,2.11,10.2,710%,1364%,0.60,11178179,11234819,56640,5532814,242672095,742780,0,173252,159866,333119,,,,
