MaCK,SanCK,EPS,PE,ROA,ROE,Beta,KhoiLuongLuuHanh,KhoiLuongNiemYet,CoPhieuQuy,NuocNgoaiSoHuu,VonThiTruong,DoanhThu-ttm(Trieu),LNST-ttm,VonCSH,TongNo,TongTaiSan,,,,
HDP,HASTC,0.81,14.6,313%,649%,1.04,9011418,9011418,0,0,106334734,194367,2694,111925,120177,232102,,,,
HDW,HASTC,1.66,8.4,551%,1255%,0.33,31882470,31882470,0,0,446354580,503077,0,421239,538547,959786,,,,
HEC,HASTC,11.08,5.5,816%,1971%,2.09,4200000,4200000,0,0,256200000,0,0,235963,333908,569871,,,,
HEJ,HASTC,1.01,21.8,228%,576%,1.17,4400000,4400000,0,0,96800000,0,0,77409,118404,195813,,,,
HEM,HASTC,0.09,165.6,47%,59%,1.68,38704650,38704650,0,0,576699270,494577,2412,624902,158899,783801,,,,
HEP,HASTC,1.66,7.1,145%,167%,2.16,6000000,6000000,0,0,70800001,0,0,599178,90553,689731,,,,
HES,HASTC,-1.41,-17.2,-1197%,-1351%,1.28,9297450,9297450,0,0,225928028,100126,434,96963,12508,109471,,,,
HEV,HASTC,2.21,7.2,942%,1366%,1.31,1000000,1000000,0,490000,15900000,37735,0,16163,7269,23432,,,,
HFB,HASTC,1.29,8.5,283%,1136%,0.76,9100000,9100000,0,0,100100000,0,0,103229,311141,414370,,,,
HFC,HASTC,-1.25,-11.6,-235%,-1415%,1.66,6455335,6455335,0,1029000,93602358,0,0,57187,286943,344130,,,,
HFS,HASTC,-1.12,-25.5,-797%,-1058%,-0.15,10000000,10000000,0,0,286000004,0,0,105862,34673,140536,,,,
HFX,HASTC,-3.82,-0.4,-1658%,244%,0.00,1270000,1270000,0,622300,1778000,6277,-8023,-199384,228663,29280,,,,
HGA,HASTC,0.01,1000.0,2%,40%,0.32,778181,778181,0,0,7781810,0,0,994,16955,17948,,,,
HGC,HASTC,72.71,0.1,4680%,5640%,0.00,55000,55000,0,0,550000,0,0,7090,1455,8544,,,,
HGM,HASTC,1.41,26.8,966%,1107%,-0.01,12600000,12600000,0,6174000,476279990,101364,0,160631,23391,184023,,,,
HGR,HASTC,,0.0,0%,0%,0.00,10000,10000,0,0,100000,0,0,,,,,,,
HGT,HASTC,-2.29,-4.4,-2118%,-2654%,0.00,20000000,20000000,0,0,200000000,20521,0,172723,43663,216386,,,,
HGW,HASTC,0.58,13.8,305%,373%,0.65,24878291,24878291,0,0,199026328,220334,4852,387268,86614,473882,,,,
HHC,HASTC,2.39,32.2,341%,854%,1.17,16425000,16425000,0,8048250,1264725000,1463002,0,459044,689227,1148272,,,,
HHG,HASTC,-1.82,-1.4,-1581%,-2301%,2.61,34896354,34896354,0,14131661,90730517,105483,-14212,276263,125805,402068,,,,
HHN,HASTC,0.05,132.0,25%,36%,0.00,1440000,1440000,0,0,9504000,0,0,19026,8286,27312,,,,
HHP,HOSE,1.34,7.6,493%,1009%,1.25,18000000,18000000,0,0,184500000,566134,24089,238692,249563,488255,,,,
HHR,HASTC,2.51,0.2,333%,1869%,0.07,1380000,1380000,0,0,552000,72853,660,16557,73254,89810,,,,
HHS,HOSE,0.98,6.1,675%,711%,1.67,274744063,274744063,0,134624590,1637474626,574345,270109,3797734,203253,4000987,,,,
HHV,HASTC,0.83,21.2,58%,254%,1.38,227009090,227009090,0,2419375,3995360071,1231795,189240,7443787,24983290,32427077,,,,
HID,HOSE,0.21,25.6,79%,163%,1.57,58765032,58765032,0,14700000,315568215,338298,16019,764337,803685,1568022,,,,
HIG,HASTC,0.07,131.4,29%,48%,1.86,21277434,21918232,640798,4379662,201647730,709480,9652,306207,285931,592138,,,,
HII,HOSE,1697.00,0.0,5%,13%,1.31,32027500,32027500,0,0,490020756,4576228,54337,593462,1055566,1649028,,,,
HIZ,HASTC,3.24,17.6,184%,1227%,0.99,7500000,7500000,0,0,427500000,0,0,198039,1120937,1318977,,,,
HJC,HASTC,0.53,7.5,367%,482%,0.91,12853052,12853052,0,6205194,51412208,394080,2553,140556,43899,184455,,,,
HJS,HASTC,2.60,11.5,1463%,1663%,0.54,20999900,20999900,0,10289951,629997000,186038,54539,327898,44805,372703,,,,
HKB,HASTC,-1.19,-0.9,-1339%,-1991%,0.32,51599999,51599999,0,25283999,56760000,4090,-61156,307172,149447,456619,,,,
HKC,HASTC,7.87,4.4,2063%,3527%,0.38,2400000,2400000,0,0,84000000,0,0,53534,37987,91521,,,,
HKD-X,HASTC,0.00,0.0,0%,0%,0.00,0,0,0,0,0,0,0,,,,,,,
HKP,HASTC,0.66,31.8,819%,1304%,1.48,10320000,10320000,0,1960000,216720000,0,0,52062,30813,82875,,,,
HKT,HASTC,-0.13,-46.2,-81%,-112%,0.97,6135029,6135029,0,0,36810174,110284,0,68458,26634,95092,,,,
HLA,HASTC,-3.77,-0.2,-5830%,803%,2.53,34456293,34457793,1500,16748513,24120455,12401,0,-1618340,1841126,222786,,,,
HLB,HASTC,0.00,0.0,18%,32%,1.03,3000000,3000000,0,0,441000000,0,0,204777,149849,354626,,,,
HLC,HASTC,1.92,5.2,155%,1499%,1.18,25415200,25415200,0,12453447,254152000,2654031,0,326244,2828688,3154931,,,,
HLD,HASTC,1.81,18.3,1169%,1634%,1.21,40000000,40000000,0,9800000,1323999939,168129,0,443774,176544,620318,,,,
HLE,HASTC,1.55,2.0,255%,1339%,-0.24,2200000,2200000,0,0,6820000,112957,0,25400,107763,133164,,,,
HLG,HASTC,0.07,84.3,16%,36%,0.14,44075385,44225385,150000,21743938,260929776,2107887,0,835825,1064196,1900021,,,,
HLR,HASTC,345.00,0.0,3%,15%,0.00,1650000,1650000,0,0,8085000,73765,1020,20646,75986,96633,,,,
HLS,HASTC,3.05,6.0,1886%,2159%,0.81,8159921,8159921,0,0,149326548,0,0,115144,16689,131833,,,,
HLT,HASTC,-4.52,-4.1,-630%,-11301%,-0.10,4031568,4031568,0,0,74584008,681864,-30796,16129,273431,289559,,,,
HLY,HASTC,-16.07,-1.0,-3368%,66260%,1.23,999810,999905,95,490000,15398537,32186,0,-2425,50133,47708,,,,
HMC,HOSE,6.00,4.1,1315%,2834%,1.16,21000000,21000000,0,10290000,518700016,3957219,0,444406,513137,957543,,,,
HMG,HASTC,0.12,71.7,79%,126%,0.80,9000000,9000000,0,0,77400003,1720500,12781,88554,52893,141447,,,,
HMH,HASTC,1.35,10.1,685%,738%,1.12,13037177,13168131,31716,6467925,180403392,94184,17635,239044,18237,257282,,,,
HMS,HASTC,3.87,6.2,255%,756%,1.30,8000000,8000000,0,0,192000000,0,0,409123,802855,1211978,,,,
HNA,HASTC,0.65,18.5,364%,544%,0.58,225659210,225659210,0,0,2707910520,720926,0,2688655,1332815,4021470,,,,
HNB,HASTC,1.14,14.6,840%,946%,1.22,9500000,9500000,0,4655000,158650007,127113,4323,105527,25870,131397,,,,
HND,HASTC,2.48,6.9,1185%,1893%,0.81,500000000,500000000,0,0,8600000381,9831875,0,6552811,3916060,10468870,,,,
HNE,HASTC,0.19,63.2,111%,152%,2.03,192600000,192600000,0,0,2311200000,0,0,2384743,885587,3270331,,,,
HNF,HASTC,1.29,14.7,217%,781%,1.18,30000000,30000000,0,9789900,566999989,1654058,0,496216,1287221,1783437,,,,
HNG,HOSE,0.02,387.5,11%,29%,1.46,1108553895,1108553895,0,375900508,8591292686,1967585,18936,8724063,14764791,23488855,,,,
HNI,HASTC,8.16,5.4,1554%,3254%,1.28,11890000,11890000,0,0,519593009,0,0,297989,326132,624122,,,,
HNM,HASTC,0.37,21.6,171%,638%,0.87,20000000,20000000,0,9800000,160000000,203823,0,115081,313954,429035,,,,
HNP,HASTC,2.47,8.1,557%,932%,-0.08,5000000,5000000,0,0,99499998,126524,0,132214,89201,221415,,,,
HNR,HASTC,-1.13,-10.6,-585%,-617%,0.00,20000000,20000000,0,0,240000000,125440,0,367850,20337,388187,,,,
HNT,HASTC,0.02,800.0,4%,18%,0.54,5500000,5500000,0,0,88000000,60199,1461,58076,189015,247091,,,,
HOM,HASTC,0.02,205.0,10%,16%,1.47,69226331,71997731,2771400,35280000,295190690,1716375,0,948284,593564,1541848,,,,
HOT,HOSE,-3.77,-8.7,-3645%,-4270%,1.37,8000000,8000000,0,3920000,263200012,13383,0,70699,12135,82833,,,,
HPB,HASTC,3.33,5.1,749%,1036%,0.64,3434400,3657200,222800,1885700,62172400,261846,14659,110363,42271,152634,,,,
HPD,HASTC,1.49,12.1,661%,1235%,0.49,8306590,8306590,0,4070229,149518620,83650,14401,100011,86773,186785,,,,
HPG,HOSE,5.47,8.6,1305%,2738%,1.42,3313064059,3313173359,109300,359146195,156713097353,103287034,18130943,66221560,72760709,138982270,,,,
HPH,HASTC,0.19,26.8,109%,158%,1.42,8400000,8400000,0,0,42839999,0,0,100272,45685,145957,,,,
HPI,HASTC,2.86,9.5,778%,10419%,1.65,80000000,80000000,0,0,2183999939,522453,0,219271,2717303,2936574,,,,
HPM,HASTC,-0.15,-78.0,-171%,-246%,0.29,3800000,3800000,0,1862000,44459999,120,0,22644,9919,32563,,,,
HPP,HASTC,12.51,5.4,1151%,2383%,1.01,8007177,8007177,0,3109196,536480859,0,0,420498,449603,870101,,,,
HPT,HASTC,2.35,4.6,411%,1608%,1.32,7961285,8116945,155660,3177423,86851310,680571,12536,105498,307408,412906,,,,
HPU,HASTC,2.05,3.1,294%,1204%,0.00,2000000,2000000,0,0,12800000,0,0,34008,105297,139305,,,,
HPW,HASTC,1.31,11.5,376%,953%,1.28,74206940,74206940,0,0,1113104100,972264,0,1019994,1533286,2589537,,,,
HPX,HOSE,1.00,30.0,409%,835%,0.82,306655140,306655140,0,0,9199654200,1219775,308144,3688837,3849459,7538296,,,,
HQC,HOSE,0.02,158.5,10%,17%,1.96,476600000,476600000,0,209034000,1510822036,528703,0,4337517,2709918,7047435,,,,
HRB,HASTC,3.46,6.6,1365%,1665%,0.32,6338400,6338400,0,0,145783200,0,0,131858,28959,160817,,,,
HRC,HOSE,0.33,181.8,97%,186%,1.17,30206610,30206616,6,14801244,1812396960,194981,0,538140,489022,1027163,,,,
HRT,HASTC,-2.76,-1.3,-1376%,-4641%,2.08,80058970,80058970,0,0,296218193,1744512,0,476172,1130256,1606428,,,,
HSA,HASTC,-9.63,-7.7,-1898%,-2023%,1.01,7872727,7872727,0,0,582581798,3,5728,154365,129236,283602,,,,
HSG,HOSE,5.34,7.0,1081%,2939%,1.82,444625213,444625213,0,96304516,16584520106,35421794,2375398,8081205,13888143,21969348,,,,
HSI,HASTC,-0.24,-7.1,-73%,37938%,2.95,9771180,9885590,114410,4495640,16805503,422981,-21412,-611,316955,316344,,,,
HSL,HOSE,0.84,7.7,511%,577%,1.47,17167144,17167144,0,0,110728076,248061,14463,250569,32739,283308,,,,
HSM,HASTC,0.64,14.8,70%,257%,1.32,20500000,20500000,0,0,194750000,1320564,0,511149,1361215,1872364,,,,
HSP,HASTC,0.91,13.2,476%,598%,0.79,12027086,12027086,0,0,144325032,436941,0,183541,46980,230521,,,,
HSV,HASTC,0.50,32.4,322%,457%,0.96,5000000,5000000,0,0,81000004,75850,0,52729,17473,70201,,,,
HT1,HOSE,1.59,9.8,660%,1106%,1.27,381493911,381541911,48000,155820000,5952053957,8462870,605605,5477191,3695458,9172649,,,,
HTC,HASTC,3.84,8.5,802%,1493%,0.42,11000000,11000000,0,5145000,357500000,1614480,0,283168,244185,527353,,,,
HTE,HASTC,0.06,81.7,33%,68%,1.63,23608165,23608165,0,0,115680011,296157,0,219271,228917,448188,,,,
HTG,HASTC,1.85,10.8,329%,1204%,1.14,30612245,30612245,0,0,612244900,3006113,56715,471108,1222351,1722882,,,,
HTI,HOSE,2.41,6.3,372%,1286%,0.90,24949200,24949200,0,12225108,380475300,382745,0,467987,1151353,1619341,,,,
HTK,HASTC,0.09,114.4,19%,20%,-0.07,1458710,1458710,0,0,15024713,0,0,65423,2915,68338,,,,
HTL,HOSE,2.66,6.3,941%,1660%,1.23,12000000,12000000,0,5880000,202200005,858417,0,192308,147068,339375,,,,
HTM,HASTC,0.00,0.0,1%,1%,2.17,220000000,220000000,0,0,4047999916,821140,219,2280434,800139,3080573,,,,
HTN,HOSE,8.80,3.9,493%,2185%,1.45,33062221,33062221,0,0,1143952796,4652586,291095,1332490,4574211,5906701,,,,
HTP,HASTC,32.73,0.7,119%,240%,1.42,1713380,1759180,45800,884440,40461140,7592,55973,2333082,2366683,4699766,,,,
HTR,HASTC,2.05,4.9,322%,1580%,-0.02,1500700,1500700,0,0,15007000,44686,-2,19459,75969,95427,,,,
HTT,HASTC,-0.48,-3.3,-374%,-606%,0.98,20000000,20000000,0,0,32000000,8209,0,157718,97935,255652,,,,
HTU,HASTC,0.29,30.3,215%,257%,0.24,16438382,16438382,0,0,144657765,113384,0,184499,36421,220919,,,,
HTV,HOSE,1.88,7.2,597%,719%,0.83,13104000,13104000,0,6420960,176904000,283525,24607,342362,69794,412156,,,,
HTW,HASTC,0.23,43.5,97%,120%,0.00,20400893,20400893,0,0,204008930,141041,0,386695,92998,479693,,,,
HU1,HOSE,0.33,27.0,53%,343%,1.37,16000000,16000000,0,4900000,142399994,563978,5249,152866,829716,982582,,,,
HU3,HOSE,0.44,16.6,168%,295%,0.95,9999944,9999944,0,4899972,72999593,145969,0,150785,114377,265162,,,,
HU4,HASTC,1.40,9.4,246%,978%,2.17,15000000,15000000,0,7350000,196500006,391122,0,214931,638551,853483,,,,
HU6,HASTC,0.42,17.4,463%,550%,1.89,11250000,11250000,0,3675000,82125002,0,0,85638,15937,101575,,,,
HUB,HOSE,3.29,7.5,824%,1338%,0.91,19057316,19057316,0,0,468809981,453440,62732,468692,292316,761008,,,,
HUG,HASTC,4.60,6.9,1247%,2176%,0.97,16259725,16259725,0,0,517059243,684969,74796,343790,256189,599978,,,,
HUT,HASTC,-0.99,-8.5,-264%,-908%,2.15,268631965,268631965,0,82524533,2256508404,824254,-266622,2936444,7161776,10098220,,,,
HUX,HASTC,0.02,500.0,13%,22%,0.00,11338648,11338648,0,0,113386480,0,0,108920,84516,193437,,,,
HVA,HASTC,0.56,10.2,499%,535%,1.75,5650000,5650000,0,2768500,32204999,102975,0,57542,4188,61730,,,,
HVG,HASTC,-2.85,-0.8,-793%,-9384%,1.04,217038291,222038291,5000000,91927804,488484251,3257077,-618052,658626,7134071,7792697,,,,
HVH,HOSE,0.97,8.4,371%,450%,1.29,21949995,21949995,0,0,179770450,394927,21223,471221,100338,571559,,www.hvcgroup.net,,
HVN,HOSE,-9.25,-2.3,-2166%,-127334%,1.26,1418290847,1418290847,0,0,30493253210,29416977,-13120226,1030378,59549685,60580063,,,,
HVT,HASTC,2.97,11.9,779%,1394%,0.73,10988059,10988059,0,3845898,386779685,734537,0,233981,184683,418664,,,,
HVX,HOSE,0.10,48.9,52%,92%,1.92,41525250,38525250,0,19580401,188388467,611859,0,439605,336049,775654,,,,
HWS,HASTC,1090.00,0.0,5%,10%,0.64,87600000,87600000,0,0,1068719983,558648,0,977812,937634,1915447,,,,
I10,HASTC,0.40,2.0,299%,-1325%,0.00,3500000,3500000,0,1715000,2800000,27642,22,-10606,57604,46998,,,,
IBC,HOSE,0.75,29.1,186%,581%,0.52,81589735,81589735,0,0,1782735741,1796686,0,1053943,2411358,3465302,,,,
IBD,HASTC,0.91,13.4,791%,829%,-0.17,9000000,9000000,0,0,109799998,24671,0,98643,4732,103375,,,,
IBN,HASTC,0.17,70.6,77%,86%,0.00,1776800,1776800,0,0,21321600,0,0,34502,3570,38071,,,,
ICC,HASTC,3.79,9.5,416%,957%,0.66,3800000,3800000,0,1862000,136420006,0,0,150635,195690,346325,,,,
ICF,HASTC,-0.18,-15.6,-94%,-270%,2.63,12807000,12807000,0,6275430,35859599,104440,0,86549,161139,247688,,,,
ICG,HASTC,0.74,10.5,445%,525%,1.60,20000000,20000000,0,9800000,156000004,36471,0,282936,50470,333406,,,,
ICI,HASTC,0.08,50.0,23%,60%,1.48,4000000,4000000,0,1960000,16000000,0,-21954,49848,81538,131386,,,,
ICN,HASTC,135.00,0.4,4%,43%,1.30,10000000,8000000,0,2450000,440000000,80370,3099,115103,1190969,1306072,,,,
ICT,HOSE,2.37,7.2,393%,1067%,1.14,32185000,32185000,0,0,548754225,1982562,0,715209,1224476,1939685,,,,
IDC,HASTC,1.14,30.2,229%,762%,1.64,300000000,300000000,0,0,10320000458,4554753,340766,4469401,10440232,14909633,,,,
IDI,HOSE,0.86,6.7,135%,336%,1.72,118088708,118088708,0,88988738,684914529,6280959,101437,3019796,4507359,7527155,,,,
IDJ,HASTC,1.57,9.2,384%,1356%,1.70,66830000,66830000,0,15974000,962351975,476449,105061,774789,1958218,2733007,,,,
IDP,HASTC,3014.00,0.0,8%,18%,0.21,58945472,58945472,0,0,6000649229,1261906,0,970361,1337817,2308179,,,,
IDV,HASTC,8.88,7.1,1274%,3591%,0.91,18351351,18351351,0,5666960,1157970220,118216,162977,453822,825904,1279726,,,,
IFC,HASTC,-0.25,-30.4,-240%,-246%,1.56,9000000,9000000,0,1470000,68399999,37486,5205,91975,2006,93981,,,,
IFS,HASTC,1.12,19.7,841316%,972693%,1.06,87140984,87140984,0,3368926,1925815780,1206481,0,999,156,1155,,,,
IHK,HASTC,0.97,14.0,423%,740%,0.51,2141928,2141928,0,1049544,29130222,190123,1132,26707,32071,58777,,,,
IJC,HOSE,3948.00,0.0,8%,16%,1.88,137097323,137097323,0,134355317,3454852644,2235399,0,3363596,3240664,6604261,,,,
IKH,HASTC,0.06,131.7,22%,60%,0.00,1571000,1571000,0,0,12410900,0,0,16669,29257,45925,,,,
ILA,HASTC,0.86,5.8,476%,664%,2.34,16999993,16999993,0,0,84999965,122252,14560,219271,86947,306218,,,,
ILB,HOSE,2.66,11.0,451%,1414%,1.24,24502245,24502245,0,0,714240432,473139,65210,461100,984011,1445110,,,,
ILC,HASTC,1.53,4.1,2067%,4884%,1.63,6100391,6100391,0,1025014,37822423,110074,0,3789,42361,46151,,,,
ILS,HASTC,0.36,48.9,172%,310%,2.52,36000000,36000000,0,0,633600014,305198,12865,415038,331295,746333,,,,
IME,HASTC,0.16,250.0,102%,223%,0.33,3599948,3599948,0,1657175,143997920,26785,869,26100,30696,56795,,,,
IMP,HOSE,3.28,22.1,963%,1187%,0.90,64236070,64236070,0,14181896,4657115075,1410419,0,1772342,412170,2184511,,,,
IN4,HASTC,6.80,14.7,1699%,2186%,0.00,1200000,1200000,0,543000,120000000,35493,3661,37343,10686,48029,,,,
INC,HASTC,1.25,8.8,666%,858%,1.18,1800000,1800000,0,980000,19800000,24371,0,26136,7531,33667,,,,
INN,HASTC,3.86,8.4,883%,1290%,0.90,18000000,18000000,0,5292000,585000000,1266952,0,538350,248547,786896,,,,
INR-X,HASTC,0.00,0.0,0%,0%,0.00,0,0,0,0,0,0,0,,,,,,,
IPA,HASTC,3.12,12.2,461%,1310%,1.88,89098248,89098248,0,29101665,3385733424,241916,278290,2124649,3915178,6039828,,,,
IPH,HASTC,4.24,16.3,61%,160%,0.00,38431,38431,0,0,2651739,0,0,10195,16334,26530,,,,
IRC,HASTC,5.40,1.7,813%,838%,0.00,2955300,2955300,0,0,27779819,28210,0,190586,5779,196364,,,,
ISG,HASTC,-5.64,-1.0,-941%,1056%,0.23,8800000,8800000,0,4312000,48400000,65775,0,-469899,997145,527246,,,,
ISH,HASTC,1.01,15.6,642%,830%,0.50,45000000,45000000,0,22050000,711000009,168194,0,549885,160628,710514,,,,
IST,HASTC,3521.00,0.0,8%,22%,1.45,12008672,12008672,0,0,387880096,324317,0,192797,314447,507244,,,,
ITA,HOSE,0.21,29.8,143%,178%,1.85,937303610,937883608,579998,410765520,5861772550,733773,192343,10830011,2667664,13497674,,,,
ITC,HOSE,1.83,7.0,319%,734%,1.08,78845574,79285934,440360,33852477,1014859970,1091836,144337,1965847,2561072,4526919,,,,
ITD,HOSE,1.84,9.2,592%,1036%,1.17,19064798,19064798,0,7509238,322195079,595378,35737,339343,254058,593401,,,,
ITQ,HASTC,0.12,43.3,64%,111%,2.18,23843305,23843305,0,11683219,123985181,506190,0,255955,187672,443627,,,,
ITS,HASTC,0.14,27.9,18%,89%,2.87,16200000,16200000,0,3728051,63180002,2126633,0,262474,1049044,1311518,,,,
IVS,HASTC,0.35,23.1,354%,357%,2.02,69350000,69350000,0,7889000,561735026,36317,24424,683909,6696,690604, Hà Nội,(84.24) 35730073,024 3573 0088,https://www.ivs.vn/
JOS,HASTC,-1.22,-2.1,-796%,690%,0.27,15322723,15322723,0,0,39839078,317926,0,-270932,505667,234735,,,,
JPY-X,HASTC,0.00,0.0,0%,0%,0.00,0,0,0,0,0,0,0,,,,,,,
JVC,HOSE,-0.68,-6.0,-1222%,-1687%,1.70,112500171,112500171,0,55125083,461250690,411627,0,454719,173514,628233,,,,
KAC,HASTC,0.16,55.6,72%,116%,0.39,23999999,23999999,0,11759999,213599982,77111,0,317855,220009,537864,,,,
KBC,HOSE,1.63,21.1,299%,665%,1.72,463809856,469760511,5950655,233098471,16183249962,3600679,756405,11367534,13911873,25279407,,,,
KBE,HASTC,2.84,6.2,996%,1623%,-0.10,1231060,1231060,0,603219,21543550,126248,290,21566,13575,35141,,,,
KCB,HASTC,0.25,31.2,211%,304%,2.25,8000000,8000000,0,3920000,62400002,92299,-4757,66890,29772,96662,,,,
KCE,HASTC,1.70,8.1,720%,848%,0.27,1500000,1500000,0,735000,20700000,40631,0,30075,5346,35422,,,,
KDC,HOSE,1.12,55.7,220%,364%,0.62,253668885,255161141,1492256,125760164,15922055588,9097805,285118,7833798,5104615,12938413,,,,
KDH,HOSE,2.08,19.6,887%,1438%,1.04,578657219,578657219,0,88200000,23551349255,4756760,1202576,8363886,5186924,13550810,,,,
KDM,HASTC,-0.18,-37.2,-135%,-160%,1.86,7100000,7100000,0,3332000,47569999,5033,0,77897,14813,92710,,,,
KGM,HASTC,0.94,8.6,214%,838%,0.70,25430000,25430000,0,0,205983010,3693398,0,283926,828720,1112646,,,,
KHA,HASTC,7.90,3.4,2893%,3094%,1.13,11416569,12768439,1351870,6918951,342194155,52961,0,291614,20261,311876,,,,
KHB,HASTC,-0.01,-210.0,-13%,-20%,2.23,29075499,29075499,0,14246994,61058545,0,0,143495,67065,210560,,,,
KHD,HASTC,1.26,7.1,682%,1429%,1.95,4894357,4894357,0,0,43559775,117978,2636,43092,47236,90327,,,,
KHL,HASTC,-0.08,-8.8,-88%,-218%,1.17,12000000,12000000,0,5880000,8400000,121,0,45339,66878,112216,,,,
KHP,HOSE,-0.40,-16.2,-111%,-369%,0.95,54571016,56071016,1500000,20360135,362779462,4390639,0,586033,1355292,1941325,,,,
KHS,HASTC,2.56,8.2,489%,1402%,1.10,12090969,12090969,0,0,252701247,1165372,30932,220574,412131,632705,,,,
KHW,HASTC,1.24,13.6,622%,1078%,0.26,26000000,26000000,0,0,439399990,335215,0,298001,218779,516780,,,,
KIP,HASTC,0.18,47.2,67%,98%,1.37,9800000,9800000,0,2234400,83300000,294018,3195,178568,81802,260370,,,,
KKC,HASTC,4.11,8.1,1792%,2662%,1.95,5200000,5200000,0,2548000,173159996,491699,0,80196,38941,119137,,,,
KLB,HASTC,1.82,11.9,98%,1363%,1.41,332391592,332391592,0,0,7212897800,5099550,605388,4442805,57499254,61942059,,,,
KLF,HASTC,0.03,123.3,25%,33%,2.16,165352561,165352561,0,81022754,611804484,946626,0,1731781,574400,2306181,,,,
KLM,HASTC,0.00,0.0,0%,0%,0.15,3885000,3885000,0,0,76146001,0,0,40431,21693,62124,,,,
KMR,HOSE,0.03,250.3,16%,30%,1.63,56881443,56881443,0,48881443,427179650,417718,0,604360,507163,1111522,,,,
KMT,HASTC,0.99,9.6,140%,836%,0.28,10929684,10929684,0,4824815,103831998,2116416,0,129538,645864,775401,,,,
KOS,HOSE,0.18,160.0,114%,169%,0.51,165031335,165031335,0,0,4752902322,1350079,0,1728346,820099,2548445,,,,
KPF,HOSE,1.67,6.3,174%,1262%,1.10,19819641,19819641,0,7644000,208106230,40000,33139,262546,1641176,1903722,,,,
KRW-X,HASTC,0.00,0.0,0%,0%,0.00,0,0,0,0,0,0,0,,,,,,,
KSB,HOSE,5.01,5.0,827%,1968%,1.62,63797678,64133078,335400,11466000,1596913618,1274243,0,1625110,2239388,3864497,,,,
KSD,HASTC,-0.47,-7.2,-527%,-570%,1.53,12000000,12000000,0,5880000,40800001,18832,0,99968,8046,108014,,,,
KSE,HASTC,0.84,34.5,519%,610%,0.72,1476000,1476000,0,0,42804000,0,0,20277,3541,23818,,,,
KSH,HASTC,-0.01,-220.0,-12%,-12%,3.11,57509675,57509675,0,13746215,126521288,1,-610,509218,16892,526110,,,,
KSK,HASTC,-0.01,-70.0,-11%,-15%,2.50,23888000,23888000,0,11705120,16721600,258,0,221857,99826,321682,,,,
KSQ,HASTC,-0.05,-64.0,-50%,-51%,2.29,30000000,30000000,0,14700000,96000001,38378,0,318327,4248,322574,http://cnccapital.com.vn/,,,
KST,HASTC,2.59,8.9,605%,1117%,0.09,2996010,2996010,0,1468044,68908230,229770,0,69545,58782,128327,,,,
KSV,HASTC,1.53,21.9,335%,1171%,1.32,200000000,200000000,0,98000000,6700000000,6410743,306548,2616844,6529263,9146107,,,,
KTB,HASTC,0.00,0.0,2%,3%,0.00,40200000,40200000,0,19363580,76379999,157912,1454,412891,135479,548369,,,,
KTC,HASTC,1.34,7.1,321%,1156%,1.37,36473833,36473833,0,0,346501414,5291999,48809,422074,1097143,1519217,,,,
KTL,HASTC,3.14,8.4,590%,1635%,1.24,19200000,19200000,0,6519500,508800000,966537,0,368551,653099,1021650,,,,
KTS,HASTC,0.61,23.1,69%,191%,1.62,5070000,5070000,0,2484300,71487002,248301,0,160446,287344,447790,,,,
KTT,HASTC,0.49,14.7,106%,414%,1.64,2955000,2955000,0,1447950,21275999,123865,322,35109,101914,137023,,,,
KVC,HASTC,-0.82,-3.7,-582%,-787%,2.70,49500000,49500000,0,24255000,148500000,298410,0,513920,181186,695106,,,,
L10,HOSE,1.92,9.3,181%,735%,1.46,9690000,9790000,100000,4846100,175240996,1321382,0,253279,774593,1027872,,,,
L12,HASTC,0.52,12.5,109%,422%,0.74,7000000,7000000,0,0,45500000,182964,2964,87067,250395,337462,,,,
L14,HASTC,1339.00,0.1,6%,10%,1.54,26835241,24395674,0,1689520,1790642509,109650,35920,355244,203524,558768,,,,
L18,HASTC,0.45,41.6,65%,314%,0.90,38116528,38116528,0,2646000,712779103,2123464,17291,551404,2118009,2669413,,,,
L35,HASTC,-2.97,-1.6,-494%,-2703%,0.66,3265155,3265155,0,1599925,15346228,113872,0,35893,160551,196565,,,,
L40,HASTC,2.43,14.7,467%,1269%,1.12,3600000,3600000,0,0,128520003,214208,0,72602,115221,187823,,,,
L43,HASTC,0.06,75.0,6%,45%,1.52,3500000,3500000,0,1715000,15750000,471824,0,48171,342315,390486,,,,
L44,HASTC,-2.71,-0.3,-920%,864%,0.90,3960000,3980000,20000,1960000,2786000,45594,0,-124191,240742,116550,,,,
L45,HASTC,0.01,360.0,1%,10%,1.98,4800000,4800000,0,0,17280000,224814,609,40729,481849,522578,,,,
L61,HASTC,-0.06,-110.0,-5%,-32%,1.18,7576200,7576200,0,3437350,50002919,684171,0,147073,705245,852318,,,,
L62,HASTC,0.02,260.0,3%,15%,0.69,8298243,8298243,0,2813490,43150862,263031,161,110777,469068,579844,,,,
L63,HASTC,0.03,226.7,3%,24%,1.03,8279360,8279360,0,0,56299650,0,0,107437,761295,868732,,,,
LAF,HASTC,1.90,7.9,1075%,1701%,1.60,14728019,14728019,0,7216729,220920285,392770,0,164099,95653,259753,,,,
LAI,HASTC,2.36,10.1,419%,1452%,0.66,8550000,8550000,0,4189500,203489993,862231,227245,139154,342957,482111,,,,
