<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>,<Open>,<High>,<Low>,<Close>,<VolumeDeal>,<VolumeFB>,<VolumeFS>
000001.SS,20210308,3524.9800,3542.3000,3421.2200,3421.4099,387000,3524.9800,3542.3000,3421.2200,3421.4099,0,0,0
000001.SS,20210307,3524.9800,3542.3000,3421.2200,3421.4099,387000,3524.9800,3542.3000,3421.2200,3421.4099,0,0,0
000001.SS,20210305,3463.3101,3523.5701,3456.6699,3501.9900,356400,3463.3101,3523.5701,3456.6699,3501.9900,0,0,0
000001.SS,20210304,3546.6399,3552.2000,3487.3799,3503.4900,393600,3546.6399,3552.2000,3487.3799,3503.4900,0,0,0
000001.SS,20210303,3500.1599,3577.6201,3498.7200,3576.8999,347700,3500.1599,3577.6201,3498.7200,3576.8999,0,0,0
000001.SS,20210302,3566.8501,3566.8501,3485.3601,3508.5901,339800,3566.8501,3566.8501,3485.3601,3508.5901,0,0,0
000001.SS,20210301,3531.4800,3552.5701,3511.9900,3551.3999,315500,3531.4800,3552.5701,3511.9900,3551.3999,0,0,0
000001.SS,20210228,3531.4800,3552.5701,3511.9900,3551.3999,315500,3531.4800,3552.5701,3511.9900,3551.3999,0,0,0
000001.SS,20210226,3514.5601,3550.4099,3500.7000,3509.0801,333300,3514.5601,3550.4099,3500.7000,3509.0801,0,0,0
000001.SS,20210225,3595.5400,3608.5601,3568.4700,3585.0500,366200,3595.5400,3608.5601,3568.4700,3585.0500,0,0,0
000001.SS,20210224,3638.9399,3645.6499,3531.5901,3564.0801,362200,3638.9399,3645.6499,3531.5901,3564.0801,0,0,0
000001.SS,20210223,3617.7000,3672.1499,3617.7000,3636.3601,398900,3617.7000,3672.1499,3617.7000,3636.3601,0,0,0
000001.SS,20210222,3707.1899,3717.2700,3642.4399,3642.4399,488800,3707.1899,3717.2700,3642.4399,3642.4399,0,0,0
000001.SS,20210221,3707.1899,3717.2700,3642.4399,3642.4399,488800,3707.1899,3717.2700,3642.4399,3642.4399,0,0,0
000001.SS,20210219,3661.7800,3699.6499,3634.0100,3696.1699,361100,3661.7800,3699.6499,3634.0100,3696.1699,0,0,0
000001.SS,20210218,3721.0901,3731.6899,3663.6599,3675.3601,340300,3721.0901,3731.6899,3663.6599,3675.3601,0,0,0
000001.SS,20210217,3721.0901,3731.6899,3663.6599,3675.3601,340300,3721.0901,3731.6899,3663.6599,3675.3601,0,0,0
000001.SS,20210210,3612.6101,3662.7700,3612.5000,3655.0901,257900,3612.6101,3662.7700,3612.5000,3655.0901,0,0,0
000001.SS,20210209,3539.7700,3604.0100,3528.6799,3603.4900,253800,3539.7700,3604.0100,3528.6799,3603.4900,0,0,0
000001.SS,20210208,3504.5601,3542.2100,3492.1299,3532.4500,249800,3504.5601,3542.2100,3492.1299,3532.4500,0,0,0
000001.SS,20210207,3504.5601,3542.2100,3492.1299,3532.4500,249800,3504.5601,3542.2100,3492.1299,3532.4500,0,0,0
000001.SS,20210205,3509.4900,3536.5400,3492.9600,3496.3301,290100,3509.4900,3536.5400,3492.9600,3496.3301,0,0,0
000001.SS,20210204,3503.7800,3524.7200,3465.7700,3501.8601,298800,3503.7800,3524.7200,3465.7700,3501.8601,0,0,0
000001.SS,20210203,3531.1499,3544.0100,3508.5100,3517.3101,297400,3531.1499,3544.0100,3508.5100,3517.3101,0,0,0
000001.SS,20210202,3510.8101,3535.5000,3495.5701,3533.6899,264500,3510.8101,3535.5000,3495.5701,3533.6899,0,0,0
000001.SS,20210201,3477.1699,3506.3899,3469.8799,3505.2800,277600,3477.1699,3506.3899,3469.8799,3505.2800,0,0,0
000001.SS,20210131,3477.1699,3506.3899,3469.8799,3505.2800,277600,3477.1699,3506.3899,3469.8799,3505.2800,0,0,0
000001.SS,20210129,3521.7200,3531.6001,3446.5500,3483.0701,293700,3521.7200,3531.6001,3446.5500,3483.0701,0,0,0
000001.SS,20210128,3534.6699,3549.5400,3496.8799,3505.1799,270900,3534.6699,3549.5400,3496.8799,3505.1799,0,0,0
000001.SS,20210127,3567.5500,3578.8000,3546.4900,3573.3401,264100,3567.5500,3578.8000,3546.4900,3573.3401,0,0,0
000001.SS,20210126,3610.9700,3610.9700,3564.7400,3569.4299,278100,3610.9700,3610.9700,3564.7400,3569.4299,0,0,0
000001.SS,20210125,3605.3601,3637.1001,3591.0200,3624.2400,327300,3605.3601,3637.1001,3591.0200,3624.2400,0,0,0
000001.SS,20210124,3605.3601,3637.1001,3591.0200,3624.2400,327300,3605.3601,3637.1001,3591.0200,3624.2400,0,0,0
000001.SS,20210122,3616.5400,3616.5400,3585.0300,3606.7500,324500,3616.5400,3616.5400,3585.0300,3606.7500,0,0,0
000001.SS,20210121,3590.9299,3636.2400,3585.8000,3621.2600,327500,3590.9299,3636.2400,3585.8000,3621.2600,0,0,0
000001.SS,20210120,3564.1201,3589.9600,3556.4399,3583.0901,272300,3564.1201,3589.9600,3556.4399,3583.0901,0,0,0
000001.SS,20210119,3596.3601,3603.1499,3553.0200,3566.3799,323400,3596.3601,3603.1499,3553.0200,3566.3799,0,0,0
000001.SS,20210118,3554.8000,3608.7700,3544.2600,3596.2200,301700,3554.8000,3608.7700,3544.2600,3596.2200,0,0,0
000001.SS,20210117,3554.8000,3608.7700,3544.2600,3596.2200,301700,3554.8000,3608.7700,3544.2600,3596.2200,0,0,0
000001.SS,20210115,3566.2800,3589.2700,3533.7900,3566.3799,324600,3566.2800,3589.2700,3533.7900,3566.3799,0,0,0
000001.SS,20210114,3584.9299,3599.0601,3559.6001,3565.9099,347700,3584.9299,3599.0601,3559.6001,3565.9099,0,0,0
000001.SS,20210113,3613.2800,3622.3501,3575.5901,3598.6499,388100,3613.2800,3622.3501,3575.5901,3598.6499,0,0,0
000001.SS,20210112,3518.0100,3608.3401,3517.4700,3608.3401,323400,3518.0100,3608.3401,3517.4700,3608.3401,0,0,0
000001.SS,20210111,3571.3201,3597.7000,3516.9900,3531.5000,362500,3571.3201,3597.7000,3516.9900,3531.5000,0,0,0
000001.SS,20210110,3571.3201,3597.7000,3516.9900,3531.5000,362500,3571.3201,3597.7000,3516.9900,3531.5000,0,0,0
000001.SS,20210108,3577.6899,3588.0601,3544.8899,3570.1101,345600,3577.6899,3588.0601,3544.8899,3570.1101,0,0,0
000001.SS,20210107,3552.9099,3576.2100,3526.6201,3576.2100,405300,3552.9099,3576.2100,3526.6201,3576.2100,0,0,0
000001.SS,20210106,3530.9099,3556.8000,3513.1299,3550.8799,370200,3530.9099,3556.8000,3513.1299,3550.8799,0,0,0
000001.SS,20210105,3492.1899,3528.6799,3484.7200,3528.6799,408000,3492.1899,3528.6799,3484.7200,3528.6799,0,0,0
000001.SS,20210104,3474.6799,3511.6599,3457.2100,3502.9600,380800,3474.6799,3511.6599,3457.2100,3502.9600,0,0,0
000001.SS,20210103,3474.6799,3511.6599,3457.2100,3502.9600,380800,3474.6799,3511.6599,3457.2100,3502.9600,0,0,0
000001.SS,20201231,3419.7300,3474.9199,3419.7300,3473.0701,335700,3419.7300,3474.9199,3419.7300,3473.0701,0,0,0
000001.SS,20201230,3375.0100,3414.4500,3374.4199,3414.4500,291000,3375.0100,3414.4500,3374.4199,3414.4500,0,0,0
000001.SS,20201229,3399.2900,3407.0901,3376.0901,3379.0400,311800,3399.2900,3407.0901,3376.0901,3379.0400,0,0,0
000001.SS,20201228,3396.3601,3412.5200,3383.6499,3397.2800,316200,3396.3601,3412.5200,3383.6499,3397.2800,0,0,0
000001.SS,20201227,3396.3601,3412.5200,3383.6499,3397.2800,316200,3396.3601,3412.5200,3383.6499,3397.2800,0,0,0
000001.SS,20201225,3351.7900,3397.0100,3348.3401,3396.5601,294500,3351.7900,3397.0100,3348.3401,3396.5601,0,0,0
000001.SS,20201224,3382.1899,3394.0701,3354.0200,3363.1101,275000,3382.1899,3394.0701,3354.0200,3363.1101,0,0,0
000001.SS,20201223,3362.4700,3394.2100,3360.2000,3382.3201,299500,3362.4700,3394.2100,3360.2000,3382.3201,0,0,0
000001.SS,20201222,3410.9700,3415.7500,3353.8601,3356.7800,323000,3410.9700,3415.7500,3353.8601,3356.7800,0,0,0
000001.SS,20201221,3394.3999,3423.6101,3381.1201,3420.5701,283800,3394.3999,3423.6101,3381.1201,3420.5701,0,0,0
000001.SS,20201220,3394.3999,3423.6101,3381.1201,3420.5701,283800,3394.3999,3423.6101,3381.1201,3420.5701,0,0,0
000001.SS,20201218,3400.4900,3413.8101,3382.7500,3394.8999,281000,3400.4900,3413.8101,3382.7500,3394.8999,0,0,0
000001.SS,20201217,3400.4900,3413.8101,3382.7500,3394.8999,281000,3400.4900,3413.8101,3382.7500,3394.8999,0,0,0
000001.SS,20201216,3367.2800,3406.1599,3354.0100,3404.8701,275500,3367.2800,3406.1599,3354.0100,3404.8701,0,0,0
000001.SS,20201215,3366.5801,3373.5601,3348.4199,3367.2300,225700,3366.5801,3373.5601,3348.4199,3367.2300,0,0,0
000001.SS,20201214,3349.5300,3371.1299,3338.6299,3369.1201,239800,3349.5300,3371.1299,3338.6299,3369.1201,0,0,0
000001.SS,20201211,3381.0100,3383.1799,3325.1699,3347.1899,298600,3381.0100,3383.1799,3325.1699,3347.1899,0,0,0
000001.SS,20201210,3365.7300,3384.8899,3357.7500,3373.2800,247300,3365.7300,3384.8899,3357.7500,3373.2800,0,0,0
000001.SS,20201209,3416.0801,3422.5400,3371.9199,3371.9600,260700,3416.0801,3422.5400,3371.9199,3371.9600,0,0,0
000001.SS,20201208,3417.6899,3428.6599,3403.0300,3410.1799,226900,3417.6899,3428.6599,3403.0300,3410.1799,0,0,0
000001.SS,20201207,3446.6499,3449.5801,3414.3101,3416.6001,254500,3446.6499,3449.5801,3414.3101,3416.6001,0,0,0
000001.SS,20201204,3436.7300,3448.3999,3417.0500,3444.5801,256300,3436.7300,3448.3999,3417.0500,3444.5801,0,0,0
000001.SS,20201203,3448.5400,3452.1599,3428.8000,3442.1399,298500,3448.5400,3452.1599,3428.8000,3442.1399,0,0,0
000001.SS,20201202,3453.5200,3465.7300,3435.8701,3449.3799,312800,3453.5200,3465.7300,3435.8701,3449.3799,0,0,0
000001.SS,20201201,3388.9900,3457.6399,3386.9099,3451.9399,316200,3388.9900,3457.6399,3386.9099,3451.9399,0,0,0
000001.SS,20201130,3418.1599,3456.7400,3391.7600,3391.7600,385000,3418.1599,3456.7400,3391.7600,3391.7600,0,0,0
000001.SS,20201127,3373.8401,3408.3101,3364.4900,3408.3101,280600,3373.8401,3408.3101,3364.4900,3408.3101,0,0,0
000001.SS,20201126,3360.0601,3371.4500,3344.2800,3369.7300,255900,3360.0601,3371.4500,3344.2800,3369.7300,0,0,0
000001.SS,20201125,3417.5100,3423.4900,3362.3301,3362.3301,322100,3417.5100,3423.4900,3362.3301,3362.3301,0,0,0
000001.SS,20201124,3407.4099,3413.9299,3396.2400,3402.8201,301000,3407.4099,3413.9299,3396.2400,3402.8201,0,0,0
000001.SS,20201123,3384.1001,3431.6499,3377.9900,3414.4900,373900,3384.1001,3431.6499,3377.9900,3414.4900,0,0,0
000001.SS,20201120,3359.6001,3380.1499,3356.3101,3377.7300,261300,3359.6001,3380.1499,3356.3101,3377.7300,0,0,0
000001.SS,20201119,3339.0901,3367.3301,3330.4500,3363.0901,253300,3339.0901,3367.3301,3330.4500,3363.0901,0,0,0
000001.SS,20201118,3337.3301,3358.8899,3333.9900,3347.3000,287500,3337.3301,3358.8899,3333.9900,3347.3000,0,0,0
000001.SS,20201117,3347.1499,3347.7000,3323.9500,3339.8999,283600,3347.1499,3347.7000,3323.9500,3339.8999,0,0,0
000001.SS,20201116,3325.6201,3346.9700,3313.6499,3346.9700,279600,3325.6201,3346.9700,3313.6499,3346.9700,0,0,0
000001.SS,20201113,3327.2300,3327.2300,3291.6399,3310.1001,227900,3327.2300,3327.2300,3291.6399,3310.1001,0,0,0
000001.SS,20201112,3344.4600,3350.2800,3329.4900,3338.6799,216500,3344.4600,3350.2800,3329.4900,3338.6799,0,0,0
000001.SS,20201111,3354.0200,3365.8401,3339.0400,3342.2000,271200,3354.0200,3365.8401,3339.0400,3342.2000,0,0,0
000001.SS,20201110,3387.6201,3387.6201,3346.1699,3360.1499,278700,3387.6201,3387.6201,3346.1699,3360.1499,0,0,0
000001.SS,20201109,3329.4299,3380.8201,3329.4299,3373.7300,310200,3329.4299,3380.8201,3329.4299,3373.7300,0,0,0
000001.SS,20201106,3326.4700,3326.4700,3292.1499,3312.1599,234900,3326.4700,3326.4700,3292.1499,3312.1599,0,0,0
000001.SS,20201105,3305.5801,3320.4099,3291.6001,3320.1299,226800,3305.5801,3320.4099,3291.6001,3320.1299,0,0,0
000001.SS,20201104,3273.4299,3286.6201,3254.1101,3277.4399,188500,3273.4299,3286.6201,3254.1101,3277.4399,0,0,0
000001.SS,20201103,3239.8101,3278.3799,3237.8501,3271.0701,215300,3239.8101,3278.3799,3237.8501,3271.0701,0,0,0
000001.SS,20201102,3228.7200,3242.8000,3209.9099,3225.1201,226800,3228.7200,3242.8000,3209.9099,3225.1201,0,0,0
000001.SS,20201030,3278.6299,3279.8601,3219.4199,3224.5300,230200,3278.6299,3279.8601,3219.4199,3224.5300,0,0,0
000001.SS,20201029,3235.7600,3289.7700,3231.1201,3272.7300,184700,3235.7600,3289.7700,3231.1201,3272.7300,0,0,0
000001.SS,20201028,3256.2200,3275.8701,3238.3799,3269.2400,173200,3256.2200,3275.8701,3238.3799,3269.2400,0,0,0
000001.SS,20201027,3240.7400,3258.3401,3235.5400,3254.3201,149100,3240.7400,3258.3401,3235.5400,3254.3201,0,0,0
000001.SS,20201026,3258.7000,3264.4500,3226.6001,3251.1201,167700,3258.7000,3264.4500,3226.6001,3251.1201,0,0,0
000001.SS,20201023,3308.1599,3326.0500,3276.6201,3278.0000,174200,3308.1599,3326.0500,3276.6201,3278.0000,0,0,0
000001.SS,20201022,3315.8201,3320.8799,3281.3701,3312.5000,165900,3315.8201,3320.8799,3281.3701,3312.5000,0,0,0
000001.SS,20201021,3332.1499,3332.1499,3304.1699,3325.0200,177600,3332.1499,3332.1499,3304.1699,3325.0200,0,0,0
000001.SS,20201020,3307.1499,3328.1001,3293.7700,3328.1001,165100,3307.1499,3328.1001,3293.7700,3328.1001,0,0,0
000001.SS,20201019,3351.1001,3371.0901,3307.8401,3312.6699,212300,3351.1001,3371.0901,3307.8401,3312.6699,0,0,0
000001.SS,20201016,3334.4600,3348.9500,3319.1101,3336.3601,194300,3334.4600,3348.9500,3319.1101,3336.3601,0,0,0
000001.SS,20201015,3342.9199,3354.5801,3330.0000,3332.1799,191000,3342.9199,3354.5801,3330.0000,3332.1799,0,0,0
000001.SS,20201014,3353.6299,3353.6299,3332.9600,3340.7800,198700,3353.6299,3353.6299,3332.9600,3340.7800,0,0,0
000001.SS,20201013,3353.1201,3361.8301,3334.5000,3359.7500,204900,3353.1201,3361.8301,3334.5000,3359.7500,0,0,0
000001.SS,20201012,3287.3301,3359.1499,3286.1101,3358.4700,259600,3287.3301,3359.1499,3286.1101,3358.4700,0,0,0
000001.SS,20201009,3262.6101,3280.5100,3260.1899,3272.0801,188300,3262.6101,3280.5100,3260.1899,3272.0801,0,0,0
000001.SS,20200930,3232.7100,3244.9099,3202.3401,3218.0500,153500,3232.7100,3244.9099,3202.3401,3218.0500,0,0,0
000001.SS,20200929,3231.8501,3242.7900,3219.7900,3224.3601,151300,3231.8501,3242.7900,3219.7900,3224.3601,0,0,0
000001.SS,20200928,3224.9800,3238.1799,3210.8899,3217.5300,156000,3224.9800,3238.1799,3210.8899,3217.5300,0,0,0
000001.SS,20200925,3234.3701,3239.4700,3208.0300,3219.4199,164800,3234.3701,3239.4700,3208.0300,3219.4199,0,0,0
000001.SS,20200924,3262.8799,3265.3401,3221.2400,3223.1799,206700,3262.8799,3265.3401,3221.2400,3223.1799,0,0,0
000001.SS,20200923,3278.8401,3289.7600,3264.8899,3279.7100,169200,3278.8401,3289.7600,3264.8899,3279.7100,0,0,0
000001.SS,20200922,3290.6699,3320.2300,3265.7000,3274.3000,214000,3290.6699,3320.2300,3265.7000,3274.3000,0,0,0
000001.SS,20200921,3348.8999,3350.5901,3313.0701,3316.9399,216500,3348.8999,3350.5901,3313.0701,3316.9399,0,0,0
000001.SS,20200918,3270.9099,3338.3201,3268.5300,3338.0901,256300,3270.9099,3338.3201,3268.5300,3338.0901,0,0,0
000001.SS,20200917,3277.3201,3290.4099,3248.5000,3270.4399,202900,3277.3201,3290.4099,3248.5000,3270.4399,0,0,0
000001.SS,20200916,3293.1699,3302.4600,3271.0701,3283.9199,200400,3293.1699,3302.4600,3271.0701,3283.9199,0,0,0
000001.SS,20200915,3277.1299,3297.6899,3263.7500,3295.6799,197700,3277.1299,3297.6899,3263.7500,3295.6799,0,0,0
000001.SS,20200914,3275.9199,3283.5300,3261.1499,3278.8101,213900,3275.9199,3283.5300,3261.1499,3278.8101,0,0,0
000001.SS,20200911,3225.7800,3262.5000,3220.5400,3260.3501,221700,3225.7800,3262.5000,3220.5400,3260.3501,0,0,0
000001.SS,20200910,3282.2300,3285.4700,3227.6399,3234.8201,312500,3282.2300,3285.4700,3227.6399,3234.8201,0,0,0
000001.SS,20200909,3281.0000,3289.6101,3238.5601,3254.6299,351500,3281.0000,3289.6101,3238.5601,3254.6299,0,0,0
000001.SS,20200908,3301.2200,3324.3899,3276.4399,3316.4199,271100,3301.2200,3324.3899,3276.4399,3316.4199,0,0,0
000001.SS,20200907,3349.9199,3368.2500,3285.6299,3292.5901,260600,3349.9199,3368.2500,3285.6299,3292.5901,0,0,0
000001.SS,20200904,3336.4099,3360.1101,3328.5500,3355.3701,221600,3336.4099,3360.1101,3328.5500,3355.3701,0,0,0
000001.SS,20200903,3404.0300,3425.6299,3374.2600,3384.9800,255300,3404.0300,3425.6299,3374.2600,3384.9800,0,0,0
000001.SS,20200902,3420.4700,3421.3999,3377.2100,3404.8000,261500,3420.4700,3421.3999,3377.2100,3404.8000,0,0,0
000001.SS,20200901,3389.7400,3410.6101,3381.7100,3410.6101,247000,3389.7400,3410.6101,3381.7100,3410.6101,0,0,0
000001.SS,20200831,3416.5500,3442.7400,3395.4700,3395.6799,323500,3416.5500,3442.7400,3395.4700,3395.6799,0,0,0
000001.SS,20200828,3346.2900,3405.8799,3339.6499,3403.8101,271300,3346.2900,3405.8799,3339.6499,3403.8101,0,0,0
000001.SS,20200827,3333.4900,3351.8301,3312.9900,3350.1101,237100,3333.4900,3351.8301,3312.9900,3350.1101,0,0,0
000001.SS,20200826,3371.8101,3382.6001,3320.1399,3329.7400,294500,3371.8101,3382.6001,3320.1399,3329.7400,0,0,0
000001.SS,20200825,3392.8799,3408.8701,3364.1599,3373.5801,277100,3392.8799,3408.8701,3364.1599,3373.5801,0,0,0
000001.SS,20200824,3391.1101,3396.5701,3368.0300,3385.6399,266200,3391.1101,3396.5701,3368.0300,3385.6399,0,0,0
000001.SS,20200821,3380.2300,3393.9199,3358.0000,3380.6799,287500,3380.2300,3393.9199,3358.0000,3380.6799,0,0,0
000001.SS,20200820,3385.9700,3394.5601,3352.7800,3363.8999,335600,3385.9700,3394.5601,3352.7800,3363.8999,0,0,0
000001.SS,20200819,3444.5601,3454.4600,3406.1599,3408.1299,405700,3444.5601,3454.4600,3406.1599,3408.1299,0,0,0
000001.SS,20200818,3441.9299,3456.7200,3432.6399,3451.0901,380700,3441.9299,3456.7200,3432.6399,3451.0901,0,0,0
000001.SS,20200817,3373.8999,3450.8999,3369.3701,3438.8000,434600,3373.8999,3450.8999,3369.3701,3438.8000,0,0,0
000001.SS,20200814,3315.6699,3362.0300,3302.7400,3360.1001,306000,3315.6699,3362.0300,3302.7400,3360.1001,0,0,0
000001.SS,20200813,3328.1799,3338.1499,3309.4600,3320.7300,324300,3328.1799,3338.1499,3309.4600,3320.7300,0,0,0
000001.SS,20200812,3327.4900,3335.7300,3263.2600,3319.2700,378300,3327.4900,3335.7300,3263.2600,3319.2700,0,0,0
000001.SS,20200811,3379.4900,3409.0601,3336.0901,3340.2900,400500,3379.4900,3409.0601,3336.0901,3340.2900,0,0,0
000001.SS,20200810,3341.5300,3399.9299,3335.0400,3379.2500,381400,3341.5300,3399.9299,3335.0400,3379.2500,0,0,0
000001.SS,20200807,3370.5901,3374.1299,3307.7100,3354.0300,403900,3370.5901,3374.1299,3307.7100,3354.0300,0,0,0
000001.SS,20200806,3380.7600,3392.7000,3334.3301,3386.4600,415300,3380.7600,3392.7000,3334.3301,3386.4600,0,0,0
000001.SS,20200805,3363.3301,3383.6399,3333.8799,3377.5601,385800,3363.3301,3383.6399,3333.8799,3377.5601,0,0,0
000001.SS,20200804,3376.4399,3391.0701,3352.5000,3371.6899,442300,3376.4399,3391.0701,3352.5000,3371.6899,0,0,0
000001.SS,20200803,3332.1799,3368.1001,3327.6799,3367.9700,407500,3332.1799,3368.1001,3327.6799,3367.9700,0,0,0
000001.SS,20200731,3280.8000,3333.7900,3261.6101,3310.0100,353800,3280.8000,3333.7900,3261.6101,3310.0100,0,0,0
000001.SS,20200730,3299.5701,3312.4500,3282.1599,3286.8201,340700,3299.5701,3312.4500,3282.1599,3286.8201,0,0,0
000001.SS,20200729,3221.9900,3294.5500,3209.9900,3294.5500,324900,3221.9900,3294.5500,3209.9900,3294.5500,0,0,0
000001.SS,20200728,3226.1299,3245.3000,3208.4900,3227.9600,289400,3226.1299,3245.3000,3208.4900,3227.9600,0,0,0
000001.SS,20200727,3210.3899,3221.9900,3174.6599,3205.2300,299300,3210.3899,3221.9900,3174.6599,3205.2300,0,0,0
000001.SS,20200724,3310.6499,3319.1299,3184.9700,3196.7700,427100,3310.6499,3319.1299,3184.9700,3196.7700,0,0,0
000001.SS,20200723,3306.1499,3336.3000,3257.8301,3325.1101,407000,3306.1499,3336.3000,3257.8301,3325.1101,0,0,0
000001.SS,20200722,3315.1799,3381.9800,3311.7900,3333.1599,393300,3315.1799,3381.9800,3311.7900,3333.1599,0,0,0
000001.SS,20200721,3330.5500,3336.6799,3300.5701,3320.8999,359300,3330.5500,3336.6799,3300.5701,3320.8999,0,0,0
000001.SS,20200720,3243.9099,3314.1499,3220.6799,3314.1499,418600,3243.9099,3314.1499,3220.6799,3314.1499,0,0,0
000001.SS,20200717,3214.3999,3252.7800,3181.2700,3214.1299,359700,3214.3999,3252.7800,3181.2700,3214.1299,0,0,0
000001.SS,20200716,3356.3601,3373.5300,3209.7300,3210.1001,490600,3356.3601,3373.5300,3209.7300,3210.1001,0,0,0
000001.SS,20200715,3422.0801,3432.4500,3345.7500,3361.3000,492000,3422.0801,3432.4500,3345.7500,3361.3000,0,0,0
000001.SS,20200714,3435.0200,3451.2200,3366.0801,3414.6201,543200,3435.0200,3451.2200,3366.0801,3414.6201,0,0,0
000001.SS,20200713,3379.3899,3458.7900,3369.0400,3443.2900,558000,3379.3899,3458.7900,3369.0400,3443.2900,0,0,0
000001.SS,20200710,3418.9399,3433.1101,3372.5100,3383.3201,556100,3418.9399,3433.1101,3372.5100,3383.3201,0,0,0
000001.SS,20200709,3403.4800,3456.9700,3393.6399,3450.5901,620000,3403.4800,3456.9700,3393.6399,3450.5901,0,0,0
000001.SS,20200708,3337.5500,3421.5300,3327.7100,3403.4399,587100,3337.5500,3421.5300,3327.7100,3403.4399,0,0,0
000001.SS,20200707,3380.9500,3407.0801,3336.2400,3345.3401,657800,3380.9500,3407.0801,3336.2400,3345.3401,0,0,0
000001.SS,20200706,3187.8401,3337.2700,3187.8401,3332.8799,643900,3187.8401,3337.2700,3187.8401,3332.8799,0,0,0
000001.SS,20200703,3104.0000,3152.8101,3104.0000,3152.8101,458800,3104.0000,3152.8101,3104.0000,3152.8101,0,0,0
000001.SS,20200702,3023.7200,3092.4399,3021.6699,3090.5701,391100,3023.7200,3092.4399,3021.6699,3090.5701,0,0,0
000001.SS,20200701,2991.1799,3026.1899,2984.9800,3025.9800,273300,2991.1799,3026.1899,2984.9800,3025.9800,0,0,0
000001.SS,20200630,2965.1001,2990.8201,2965.1001,2984.6699,215000,2965.1001,2990.8201,2965.1001,2984.6699,0,0,0
000001.SS,20200629,2973.0801,2977.9099,2951.7700,2961.5200,220600,2973.0801,2977.9099,2951.7700,2961.5200,0,0,0
000001.SS,20200624,2972.9800,2982.9399,2971.2200,2979.5500,213200,2972.9800,2982.9399,2971.2200,2979.5500,0,0,0
000001.SS,20200623,2960.8899,2972.3999,2949.8501,2970.6201,225200,2960.8899,2972.3999,2949.8501,2970.6201,0,0,0
000001.SS,20200622,2966.8999,2983.4399,2959.0300,2965.2700,267900,2966.8999,2983.4399,2959.0300,2965.2700,0,0,0
000001.SS,20200619,2938.7900,2973.3201,2935.8201,2967.6299,264300,2938.7900,2973.3201,2935.8201,2967.6299,0,0,0
000001.SS,20200618,2929.8799,2942.8999,2920.1101,2939.3201,258700,2929.8799,2942.8999,2920.1101,2939.3201,0,0,0
000001.SS,20200617,2932.6699,2936.6201,2919.0400,2935.8701,234700,2932.6699,2936.6201,2919.0400,2935.8701,0,0,0
000001.SS,20200616,2912.8301,2931.7800,2909.1299,2931.7500,223300,2912.8301,2931.7800,2909.1299,2931.7500,0,0,0
000001.SS,20200615,2908.2800,2922.5400,2890.0300,2890.0300,243200,2908.2800,2922.5400,2890.0300,2890.0300,0,0,0
000001.SS,20200612,2876.8000,2930.2500,2872.6201,2919.7400,236000,2876.8000,2930.2500,2872.6201,2919.7400,0,0,0
000001.SS,20200611,2939.7900,2952.6499,2912.1899,2920.8999,233700,2939.7900,2952.6499,2912.1899,2920.8999,0,0,0
000001.SS,20200610,2951.2800,2951.3301,2934.8401,2943.7500,207900,2951.2800,2951.3301,2934.8401,2943.7500,0,0,0
000001.SS,20200609,2939.5300,2957.1201,2932.9399,2956.1101,209000,2939.5300,2957.1201,2932.9399,2956.1101,0,0,0
000001.SS,20200608,2941.9800,2950.0701,2934.2100,2937.7700,231100,2941.9800,2950.0701,2934.2100,2937.7700,0,0,0
000001.SS,20200605,2923.1899,2930.8000,2909.1201,2930.8000,217400,2923.1899,2930.8000,2909.1201,2930.8000,0,0,0
000001.SS,20200604,2931.8401,2932.9700,2910.7500,2919.2500,226600,2931.8401,2932.9700,2910.7500,2919.2500,0,0,0
000001.SS,20200603,2930.3899,2942.7600,2922.6599,2923.3701,255700,2930.3899,2942.7600,2922.6599,2923.3701,0,0,0
000001.SS,20200602,2916.3201,2926.3601,2909.1299,2921.3999,256100,2916.3201,2926.3601,2909.1299,2921.3999,0,0,0
000001.SS,20200601,2871.9600,2917.1499,2871.9600,2915.4299,260200,2871.9600,2917.1499,2871.9600,2915.4299,0,0,0
000001.SS,20200529,2835.5801,2855.3799,2829.6299,2852.3501,206800,2835.5801,2855.3799,2829.6299,2852.3501,0,0,0
000001.SS,20200528,2838.2100,2861.9199,2820.1499,2846.2200,207500,2838.2100,2861.9199,2820.1499,2846.2200,0,0,0
000001.SS,20200527,2847.3201,2849.0000,2831.9299,2836.8000,198100,2847.3201,2849.0000,2831.9299,2836.8000,0,0,0
000001.SS,20200526,2827.8999,2848.3401,2825.8999,2846.5500,174600,2827.8999,2848.3401,2825.8999,2846.5500,0,0,0
000001.SS,20200525,2816.2400,2821.5000,2802.4700,2817.9700,172900,2816.2400,2821.5000,2802.4700,2817.9700,0,0,0
000001.SS,20200522,2863.0500,2863.0500,2808.0200,2813.7600,209100,2863.0500,2863.0500,2808.0200,2813.7600,0,0,0
000001.SS,20200521,2890.7200,2891.5200,2864.2100,2867.9199,203500,2890.7200,2891.5200,2864.2100,2867.9199,0,0,0
000001.SS,20200520,2896.4700,2896.4700,2876.1799,2883.7400,210500,2896.4700,2896.4700,2876.1799,2883.7400,0,0,0
