<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>,<Open>,<High>,<Low>,<Close>,<VolumeDeal>,<VolumeFB>,<VolumeFS>
000001.SS,20180514,3167.0400,3183.8201,3163.4800,3174.0300,129300,3167.0400,3183.8201,3163.4800,3174.0300,0,0,0
000001.SS,20180511,3179.8000,3180.7600,3162.2100,3163.2600,130700,3179.8000,3180.7600,3162.2100,3163.2600,0,0,0
000001.SS,20180510,3169.0500,3176.1399,3155.5300,3174.4099,133000,3169.0500,3176.1399,3155.5300,3174.4099,0,0,0
000001.SS,20180509,3160.1399,3165.3701,3145.6599,3159.1499,122600,3160.1399,3165.3701,3145.6599,3159.1499,0,0,0
000001.SS,20180508,3135.3000,3169.7000,3134.0601,3161.5000,146900,3135.3000,3169.7000,3134.0601,3161.5000,0,0,0
000001.SS,20180507,3094.8999,3136.8401,3091.6599,3136.6499,138900,3094.8999,3136.8401,3091.6599,3136.6499,0,0,0
000001.SS,20180504,3093.1201,3104.0901,3086.7800,3091.0300,118700,3093.1201,3104.0901,3086.7800,3091.0300,0,0,0
000001.SS,20180503,3074.5200,3105.6599,3056.1599,3100.8601,140000,3074.5200,3105.6599,3056.1599,3100.8601,0,0,0
000001.SS,20180502,3087.4099,3097.6001,3064.7600,3081.1799,134200,3087.4099,3097.6001,3064.7600,3081.1799,0,0,0
000001.SS,20180427,3082.4199,3088.0300,3049.9099,3082.2300,131200,3082.4199,3088.0300,3049.9099,3082.2300,0,0,0
000001.SS,20180426,3119.5000,3121.9299,3067.9299,3075.0300,134000,3119.5000,3121.9299,3067.9299,3075.0300,0,0,0
000001.SS,20180425,3112.3999,3122.9099,3107.0000,3117.9700,127300,3112.3999,3122.9099,3107.0000,3117.9700,0,0,0
000001.SS,20180424,3069.7500,3136.0400,3069.7500,3128.9299,162300,3069.7500,3136.0400,3069.7500,3128.9299,0,0,0
000001.SS,20180423,3063.4399,3085.0601,3045.9399,3068.0100,131700,3063.4399,3085.0601,3045.9399,3068.0100,0,0,0
000001.SS,20180420,3105.4600,3111.1699,3065.9199,3071.5400,155100,3105.4600,3111.1699,3065.9199,3071.5400,0,0,0
000001.SS,20180419,3094.2700,3127.4399,3090.2900,3117.3799,160100,3094.2700,3127.4399,3090.2900,3117.3799,0,0,0
000001.SS,20180418,3091.9099,3096.8899,3041.6201,3091.3999,159300,3091.9099,3096.8899,3041.6201,3091.3999,0,0,0
